Epoch,Phase,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Runtime(ms),Throughput(ops/sec),AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),WatcherSamples,WatcherCPU_min,WatcherCPU_q1,WatcherCPU_median,WatcherCPU_q3,WatcherCPU_max,WatcherMemoryKB_min,WatcherMemoryKB_q1,WatcherMemoryKB_median,WatcherMemoryKB_q3,WatcherMemoryKB_max
32,avg-run,READ,55,12081030,5245468,5193492,436054,5,0,4,393216,613,23964,81130946,315141303,3911924083,7411163416,644398989,91868484,12706357066961,14950222742,1946820661,78938917,18394,5436.55539849951,180.06863,144,25583,212,289,17,45.0,79.3,84.3,86.8,91.0,352556.0,948328.0,990056.0,994296.0,1702216.0
33,extend,EXTEND,22498455,605128962,217485640,215091612,79909649,3301779,79676838,0,0,613,23988,83499372,315142402,3912200794,7412298916,644736841,91880759,12719185484632,14965099629,1947306058,78938917,356884,280.2030912005021,3560.38198,394,299263,15191,28399,343,34.4,54.0,55.1,55.4,62.2,211340.0,5329076.0,8545912.0,8604560.0,8858168.0
33,run,READ,23922739,614995785,220072194,217655091,79909841,3301801,79677037,0,0,613,23988,83550382,315173446,3913208234,7412358877,644809454,91888390,12719924779180,14968807423,1948766120,78938917,20797,4808.385824878588,204.17607,95,71743,289,586,20,47.7,82.45,85.15,86.47500000000001,87.1,0.0,3131583.0,3214918.0,3222019.0,3231512.0
33,reference,READ,27053,10004009,4167986,3344213,10181,12,62,0,0,613,23988,83550382,315175646,3913208234,7412360465,644809454,91888390,12719924779230,14968807424,1948766120,78938917,4097,24408.1034903588,37.00359,22,12783,48,84,4,39.3,48.675,53.05,54.5,55.1,88468.0,88468.0,88468.0,88468.0,88468.0
33,clean-run,READ,53,5207835,2296969,2286003,232447,1,0,4,385024,613,23989,84031676,315183363,3913250401,7412410522,644841543,91888396,12720315460428,14969258950,1948767134,78953032,18547,5391.707553782283,181.54317,88,65503,267,548,17,42.0,77.4,81.9,83.5,84.0,442620.0,1029684.0,1048168.0,1057628.0,1069468.0
33,avg-run,READ,55,12118029,5284981,5233085,442460,5,0,4,385024,613,23990,84041554,315183363,3913348120,7412461470,644841543,91888396,12720690032659,14969739937,1948767175,78953032,18748,5333.902282910177,183.55538,147,22639,219,312,18,43.4,81.25,85.44999999999999,86.75,92.7,358824.0,1056014.0,1097610.0,1101184.0,2093148.0
34,extend,EXTEND,25375012,639778593,230218379,227750715,84799153,3401867,84560131,0,0,613,24014,86450722,315184801,3913613406,7413618035,645182440,91898888,12734180561595,14985698057,1949752607,78953032,365137,273.8698077707819,3643.3524,415,256383,15623,29615,351,36.6,53.9,54.5,54.8,58.8,221428.0,5534540.0,8572020.0,8604140.0,8824748.0
34,run,READ,26552825,647642541,232844839,230354977,84799218,3401878,84560198,0,0,613,24015,86515180,315215698,3914686434,7413680961,645193906,91901367,12734695865722,14988763614,1950797518,78953032,20818,4803.535402055913,204.33523,95,72575,294,584,20,44.3,82.075,85.7,86.375,87.5,1334684.0,3031670.0,3086332.0,3097788.0,3102120.0
34,reference,READ,28761,10305252,4297240,3445560,10181,12,62,0,0,613,24015,86515222,315217898,3914686434,7413682550,645193906,91901367,12734695865722,14988763614,1950797518,78953032,3841,26034.886748242647,34.38767,22,11727,46,79,3,39.0,45.25,51.5,52.4,53.3,85844.0,85844.0,85844.0,85844.0,85844.0
34,clean-run,READ,53,5363911,2391298,2380329,238717,18,0,4,393216,613,24016,86984281,315227519,3914686435,7413734079,645326359,91907819,12735100764061,14989276303,1950798508,78985628,19127,5228.211428870183,187.54083,92,71935,276,603,18,61.2,77.675,82.2,84.125,85.2,813868.0,1103169.0,1122422.0,1129668.0,1175860.0
34,avg-run,READ,55,12280152,5392357,5340458,448719,33,65,4,393216,613,24017,86994027,315227519,3914785692,7413785029,645326359,91907819,12735485494380,14989757435,1950798580,78985628,19046,5250.446287934475,186.57581,146,15895,224,301,18,45.5,81.325,86.05000000000001,87.325,93.7,385528.0,1100643.0,1147802.0,1151530.0,2202352.0
35,extend,EXTEND,27702870,671001496,243272888,240733488,89827014,3501933,89581816,0,0,613,24042,89587444,315228221,3915001591,7414983027,645669861,91916998,12749058345410,15005449125,1951351221,78985628,361446,276.66650066676624,3606.01969,401,233087,16055,30607,347,40.6,55.85,56.6,57.7,62.9,236608.0,6338618.0,8595524.0,8604022.0,8838408.0
35,run,READ,29279688,681149276,245940227,243377752,89827120,3501955,89581925,0,0,613,24043,89981752,315251344,3916208831,7415048091,645719913,91925223,12749940267497,15009285126,1953857244,78985628,21494,4652.461151949381,210.95325,110,76351,308,653,20,40.4,79.875,83.5,85.25,85.5,1281836.0,3075220.0,3141302.0,3150011.0,3190648.0
35,reference,READ,30443,10606521,4426494,3546907,10181,12,62,0,0,613,24043,89981796,315253544,3916208831,7415049680,645719913,91925223,12749940267497,15009285126,1953857244,78985628,4076,24533.85672227674,36.70393,22,16239,50,79,3,39.5,45.65,51.8,53.05,54.3,90200.0,90204.0,90208.0,90208.0,90208.0
35,clean-run,READ,53,5308578,2449423,2438457,244826,1,0,4,393216,613,24044,90359473,315264049,3916208832,7415102734,645833175,91931581,12750353370737,15009761394,1953858231,78994647,19388,5157.829585310501,190.40151,92,77695,280,624,18,43.3,79.525,83.8,85.30000000000001,86.0,532252.0,1533717.0,1619390.0,1627592.0,1629644.0
35,avg-run,READ,55,12230017,5462194,5410298,454839,5,0,4,393216,613,24045,90369243,315264049,3916309609,7415153673,645833175,91931581,12750747921779,15010242381,1953858264,78994647,18957,5275.096270506937,185.74576,150,27727,222,306,18,44.5,79.975,85.7,86.675,90.2,455280.0,1531576.0,1615392.0,1616030.0,2571652.0
36,extend,EXTEND,30574214,705072110,256743720,254130026,95038426,3602021,94787231,0,0,613,24071,92985718,315265345,3916545076,7416474532,646192072,91940916,12764760868621,15026408296,1954325231,78994647,374484,267.0341055959667,3736.56677,411,440831,16623,32367,360,40.0,55.4,57.1,57.8,61.5,216104.0,6656834.0,8600892.0,8603681.0,8827380.0
36,run,READ,32287476,715432964,259604569,256967929,95038504,3602043,94787312,0,0,613,24072,93248661,315306975,3917868584,7416563428,646246841,91951100,12765594315339,15030454935,1956650480,78994647,23354,4281.92172647084,229.95908,111,117951,322,616,22,42.6,80.39999999999999,84.1,85.45,86.4,1223732.0,3073900.0,3140920.0,3148882.0,3158200.0
36,reference,READ,32139,10907922,4557528,3648282,10181,12,62,0,0,613,24072,93248704,315309075,3917868584,7416565068,646246841,91951100,12765594315339,15030454935,1956650480,78994647,3920,25510.20408163265,35.12727,22,12911,47,75,3,37.5,43.6,49.7,51.75,53.8,61140.0,61140.0,61140.0,61140.0,61140.0
36,clean-run,READ,53,5354328,2507858,2496892,250845,1,0,4,393216,613,24073,93552723,315320382,3917868585,7416619569,646335564,91951123,12766018626248,15030943241,1956651467,79005678,19893,5026.893882270146,195.01112,94,82303,286,583,19,40.4,78.5,82.7,83.9,84.7,350204.0,711312.0,719860.0,725714.0,735016.0
36,avg-run,READ,55,12281437,5532667,5480771,460858,5,0,4,393216,613,24074,93562186,315320382,3917970935,7416670508,646335564,91951123,12766423161243,15031424227,1956651500,79005678,19163,5218.389604967907,187.86743,152,21631,222,305,18,45.0,79.6,83.9,85.975,89.5,294580.0,680627.0,692128.0,692992.0,1067712.0
37,extend,EXTEND,33941029,741911645,270549556,267862147,100317516,3702120,100060466,0,0,613,24100,96179241,315323528,3918229267,7417990333,646705378,91959620,12780985484241,15048557497,1957667989,79005678,392105,255.03372821055584,3912.58998,411,621567,17071,34303,377,37.7,54.2,55.8,56.8,61.4,218684.0,5624696.0,8596964.0,8602748.0,8835156.0
37,run,READ,35356625,749957555,273342682,270633074,100317534,3702131,100060485,0,0,613,24101,96232909,315363205,3919508585,7418087200,646716089,91962382,12781504561897,15051917059,1958802013,79005678,22169,4510.803374080924,217.89182,103,77055,321,727,21,41.1,80.7,85.2,86.3,86.8,1253508.0,2884744.0,2921552.0,2928708.0,2937800.0
37,reference,READ,33866,11209219,4687672,3749643,10181,12,62,0,0,613,24101,96232955,315365405,3919508585,7418088827,646716089,91962382,12781504561897,15051917059,1958802013,79005678,4107,24348.67299732165,36.95563,23,11671,48,76,4,37.9,46.975,52.5,55.15,55.6,59804.0,59804.0,59804.0,59804.0,59804.0
37,clean-run,READ,53,5410481,2604899,2593933,256730,1,0,4,393216,613,24102,96696324,315378255,3919508586,7418144883,646866312,91968929,12781940063470,15052417157,1958803000,79038964,20861,4793.63405397632,204.51773,93,77183,295,641,20,40.4,80.7,83.25,84.4,85.3,305948.0,576085.0,584892.0,590260.0,602048.0
37,avg-run,READ,55,12343231,5641477,5589581,466743,5,0,4,393216,613,24103,96705254,315378255,3919612555,7418195822,646866312,91968929,12782354582422,15052898145,1958803033,79038964,19243,5196.694902042301,188.49889,151,25119,224,311,18,43.3,80.7,85.94999999999999,86.475,89.7,266264.0,544963.0,550596.0,550600.0,986884.0
38,extend,EXTEND,37078051,776871946,284569439,281809019,105734493,3802208,105471736,0,0,613,24130,99270448,315381531,3919871004,7419569952,647246566,91980697,12797289851485,15070387876,1959781780,79038964,401625,248.98848428260192,4007.60065,406,422399,17327,34591,386,42.8,54.9,55.7,56.5,61.2,259020.0,4599803.0,8357568.0,8601692.0,8814772.0
38,run,READ,38569761,785017558,287463844,284681226,105734506,3802219,105471749,0,0,613,24131,99409929,315419114,3921245297,7419655544,647269250,91985143,12797936419846,15073900567,1961453993,79038964,22750,4395.604395604396,223.67243,107,80383,324,702,21,47.1,83.0,85.4,86.4,87.1,1351532.0,3119748.0,3191964.0,3198928.0,3207692.0
38,reference,READ,35595,11510514,4817816,3851004,10181,12,62,0,0,613,24131,99409970,315421114,3921245297,7419657177,647269250,91985143,12797936419846,15073900567,1961453993,79038964,3697,27048.95861509332,32.99556,22,15231,45,77,3,37.9,45.5,53.1,54.150000000000006,55.2,60404.0,60404.0,60404.0,60404.0,60404.0
38,clean-run,READ,53,5567949,2662296,2651327,262480,1,0,4,393216,613,24132,99811516,315434628,3921245298,7419714731,647397496,91991237,12798386365648,15074466821,1961454983,79047298,20900,4784.688995215311,205.08093,95,78079,296,635,20,40.9,80.825,83.85,85.025,86.2,324424.0,634865.0,642416.0,653427.0,996664.0
38,avg-run,READ,55,12506803,5710570,5658671,472482,16,13,4,393216,613,24133,99820116,315434628,3921350830,7419765670,647397496,91991237,12798810911178,15074947817,1961455019,79047298,19514,5124.5259813467255,191.31681,152,26799,227,316,18,41.7,79.175,84.3,86.2,90.0,267420.0,581032.0,588714.0,589310.0,812032.0
39,extend,EXTEND,40045414,811374375,299076255,296243078,111341616,3902285,111073214,0,0,613,24161,102517303,315441886,3921813957,7421152744,647782431,92002755,12814081625405,15092481393,1962137097,79047298,403463,247.854202244072,4025.95661,402,269311,17839,36127,388,35.9,55.8,56.9,59.2,63.1,238336.0,5171275.0,7635488.0,8265166.0,8761120.0
39,run,READ,42255438,821127929,302008786,299152534,111341636,3902307,111073235,0,0,613,24162,102819162,315481340,3923164997,7421242817,647904191,92019579,12814955269395,15096658791,1964664537,79047298,23525,4250.797024442083,231.19414,108,87871,330,727,22,39.0,73.675,79.6,82.825,84.0,1059124.0,2569248.0,2645654.0,2656781.0,2660404.0
39,reference,READ,37324,11811882,4948850,3952379,10181,12,62,0,0,613,24162,102819162,315483440,3923164997,7421244433,647904191,92019579,12814955269395,15096658791,1964664537,79047298,3773,26504.1081367612,33.57907,22,13191,45,77,3,38.6,44.900000000000006,51.2,53.85,56.5,60500.0,60500.0,60500.0,60500.0,60500.0
39,clean-run,READ,53,5607128,2675912,2664943,268151,8,0,4,393216,613,24163,103290523,315493132,3923164998,7421303507,647940525,92019587,12815416464548,15097237938,1964665527,79053891,21174,4722.773212430339,208.22164,99,92287,302,625,20,43.1,80.9,83.65,85.025,88.9,308728.0,615312.0,621834.0,626517.0,777792.0
39,avg-run,READ,55,13245055,6935498,6883599,578153,23,8,4,393216,613,24164,103301126,315493132,3923289061,7421371392,647940525,92019587,12815865291410,15097935869,1964665555,79053891,22714,4402.57110152329,223.316,181,22047,261,344,21,46.1,84.4,88.6,90.3,95.4,304376.0,713668.0,723048.0,723612.0,1369116.0
40,extend,EXTEND,43852254,847836477,313839057,310932390,117054765,4002373,116780895,0,0,613,24193,106056407,315504111,3923703116,7422834598,648337050,92029902,12831430982967,15115769528,1965348807,79053891,404617,247.14730226362207,4037.62056,406,279295,18047,37919,389,38.8,56.5,57.6,60.0,65.7,217512.0,5222964.0,7481116.0,8260840.0,8694064.0
40,run,READ,46111072,857722633,316810523,313881355,117054776,4002395,116780906,0,0,613,24194,106394430,315555289,3925117620,7422923751,648405369,92038809,12832303159464,15120041519,1968048110,79053891,23187,4312.761461163583,228.40194,115,80319,336,749,22,42.6,81.225,84.15,85.725,86.5,1208284.0,2626716.0,2690296.0,2702074.0,2703248.0
40,reference,READ,39036,12113267,5079884,4053754,10181,12,62,0,0,613,24194,106394470,315557289,3925117620,7422925368,648405369,92038809,12832303159464,15120041519,1968048110,79053891,3621,27616.680475006902,32.1051,22,15463,47,87,3,36.0,43.9,51.8,54.5,57.2,60056.0,60056.0,60056.0,60056.0,60056.0
40,clean-run,READ,53,5547102,2753942,2742981,273646,1,0,0,0,613,24195,106735148,315569795,3925117621,7422985898,648512457,92038829,12832772138952,15120575570,1968049097,79082184,21897,4566.835639585332,215.06547,100,82175,306,650,21,41.3,80.5,83.2,84.6,85.3,303020.0,680000.0,686892.0,693832.0,728952.0
40,avg-run,READ,55,13190691,7024352,6972461,583659,5,0,0,0,613,24196,106744042,315569795,3925243265,7423053783,648512457,92038829,12833230917631,15121273497,1968049121,79082184,23788,4203.800235412813,233.93345,199,29759,275,377,22,40.4,85.525,89.80000000000001,90.475,94.5,283020.0,766149.0,778842.0,779072.0,1439880.0
41,extend,EXTEND,47585538,884424341,329007359,326028577,122948389,4102461,122669198,0,0,613,24225,109825680,315570419,3925431552,7424576973,648918954,92047192,12849179364620,15139520593,1968613214,79082184,412322,242.52889731811544,4115.11895,398,231039,18655,38783,396,39.1,56.8,58.6,59.2,62.3,189636.0,6269871.0,8596864.0,8600205.0,8829960.0
41,run,READ,49691129,895551676,332116290,329113557,122948395,4102483,122669204,0,0,613,24227,109938546,315612877,3927162372,7424663402,649034948,92055908,12849969217193,15144065324,1970581942,79082184,24626,4060.748802079104,242.49888,104,90047,351,713,23,47.7,83.19999999999999,85.9,86.75,87.3,1254292.0,2779282.0,2847676.0,2857526.0,2866432.0
41,reference,READ,40746,12414727,5211808,4155143,10181,12,62,0,0,613,24227,109938629,315614877,3927162372,7424664990,649034948,92055908,12849969217193,15144065324,1970581942,79082184,3519,28417.16396703609,31.20463,22,13279,43,76,3,38.2,44.85,51.5,54.25,57.0,77776.0,77776.0,77776.0,77776.0,77776.0
41,clean-run,READ,53,5700966,2771411,2760447,279019,1,0,0,0,613,24228,110359657,315622589,3927162373,7424727025,649098355,92055951,12850452832841,15144669205,1970582932,79099618,21708,4606.596646397641,213.08093,101,94911,313,700,20,40.9,80.55000000000001,83.85,85.075,88.0,315352.0,819681.0,826976.0,836162.0,1202392.0
41,avg-run,READ,55,13350116,7052702,7000808,589021,16,3,0,0,613,24229,110368026,315622589,3927289589,7424794910,649098355,92055951,12850921620660,15145367125,1970582958,79099618,24090,4151.100041511,236.97532,197,26431,277,385,23,45.0,85.55,89.4,91.15,97.1,314288.0,877198.0,895024.0,897168.0,1619108.0
42,extend,EXTEND,51281036,923339649,344622117,341570159,128994205,4202549,128709871,0,0,613,24259,113092644,315635564,3927746322,7426327588,649510700,92068847,12867352226790,15164162150,1971262181,79099618,430917,232.0632511597361,4300.98413,410,430847,19471,40543,414,42.8,56.5,58.5,60.3,66.3,197056.0,5278349.0,6765606.0,8226329.0,8777352.0
42,run,READ,53857892,933452989,347792726,344716817,128994211,4202571,128709877,0,0,613,24261,113307668,315700659,3929347018,7426420558,649642327,92077437,12868208764923,15168725361,1973525716,79099618,25053,3991.537939568116,246.95354,118,91455,346,752,24,44.4,81.17500000000001,84.85,86.5,87.0,1206820.0,3012181.0,3065654.0,3075288.0,3087996.0
42,reference,READ,42486,12716084,5342842,4256518,10181,12,62,0,0,613,24261,113307712,315702859,3929347018,7426422175,649642327,92077437,12868208764923,15168725361,1973525716,79099618,3997,25018.76407305479,35.86254,22,15087,48,79,3,36.0,42.6,49.2,50.95,52.7,61452.0,61456.0,61460.0,61460.0,61460.0
42,clean-run,READ,53,5648355,2922451,2911490,284171,1,0,0,0,613,24262,113719040,315706675,3929347019,7426485691,649701651,92077476,12868699952579,15169280509,1973526703,79110636,23488,4257.493188010899,230.91453,99,91007,334,761,22,42.0,78.925,82.65,84.775,85.5,404252.0,1239586.0,1257760.0,1262388.0,1314600.0
42,avg-run,READ,55,13302680,7213912,7162021,594184,5,0,0,0,613,24263,113726847,315706675,3929475776,7426553576,649701651,92077476,12869178716011,15169978436,1973526727,79110636,24515,4079.135223332653,240.99431,204,24031,280,391,23,44.9,86.5,89.4,90.5,91.1,372032.0,1382316.0,1406136.0,1407600.0,2311856.0
43,extend,EXTEND,55797360,963657899,360410579,357283781,135092427,4302648,134803006,0,0,613,24294,116783191,315710363,3929749960,7428117022,650131540,92091543,12886128247872,15189664436,1974716853,79110636,444315,225.0655503415369,4434.75444,413,556031,19743,41663,427,33.3,56.2,58.0,59.150000000000006,63.5,212364.0,6309736.0,8595952.0,8599808.0,8824580.0
43,run,READ,57645558,972219305,363575462,360425720,135092431,4302670,134803010,0,0,613,24295,116909402,315752642,3931394188,7428207279,650178159,92098983,12886870836421,15193568922,1976860298,79110636,24702,4048.255202007935,242.92838,117,120831,350,729,23,40.9,80.25,83.9,85.55,87.1,1155176.0,3061040.0,3152984.0,3166680.0,3175284.0
43,reference,READ,44196,13017544,5474766,4357907,10181,12,62,0,0,613,24295,116909402,315754442,3931394188,7428208895,650178159,92098983,12886870836421,15193568922,1976860298,79110636,3733,26788.10608090008,33.28991,22,14775,47,85,3,35.6,43.7,51.8,54.0,56.2,73860.0,73864.0,73868.0,73868.0,73868.0
43,clean-run,READ,53,5793471,2884152,2873188,289317,1,0,0,0,613,24296,117309936,315760266,3931394189,7428273890,650300168,92105001,12887376803690,15194196369,1976861288,79139099,22722,4401.0210368805565,223.34796,106,104895,323,643,21,48.4,81.8,85.0,86.2,86.3,411248.0,979300.0,993588.0,999336.0,1357448.0
43,avg-run,READ,55,13453067,7186023,7134129,599319,16,2,0,0,613,24297,117315523,315760266,3931524491,7428341775,650300168,92105001,12887865563041,15194894290,1976861309,79139099,24669,4053.670598727148,242.72412,203,29151,282,389,23,43.3,84.9,89.9,90.6,99.8,320500.0,1019156.0,1055140.0,1055572.0,1876500.0
44,extend,EXTEND,59462007,1001932925,376882256,373681920,141532628,4402747,141238148,0,0,613,24330,119726514,315764466,3932557902,7430024612,650745287,92149581,12905446518036,15214935103,1977616802,79139099,479230,208.66807169834945,4783.50971,423,581631,22207,42591,461,48.3,56.0,57.7,60.2,65.3,239476.0,6356216.0,7016532.0,7135168.0,8646620.0
44,run,READ,62663790,1011099621,380101712,376877908,141532632,4402769,141238152,0,0,613,24331,120027583,315816400,3934163299,7430120928,650834227,92158296,12906411784390,15219748618,1980751725,79139316,25339,3946.4856545246457,249.49657,126,95551,371,855,24,43.8,81.35,85.15,86.225,87.1,1198852.0,3368899.0,3459252.0,3471755.0,3486340.0
44,reference,READ,45913,13319288,5607676,4459406,10181,12,62,0,0,613,24331,120027622,315818200,3934163299,7430122542,650834227,92158296,12906411784390,15219748618,1980751725,79139316,3486,28686.17326448652,30.70541,22,14255,44,97,3,35.6,44.6,53.6,55.85,58.1,61320.0,61320.0,61320.0,61320.0,61320.0
44,clean-run,READ,53,5707119,2943148,2932187,294387,1,0,0,0,613,24332,120389677,315828636,3934163300,7430188950,650954781,92158317,12906925148196,15220324268,1980752712,79152573,23235,4303.851947493006,228.93099,106,98047,338,704,22,48.8,81.925,84.3,85.55,86.3,485324.0,1463184.0,1489236.0,1496893.0,1512308.0
44,avg-run,READ,55,13371234,7255040,7203149,604400,5,0,0,0,613,24333,120393909,315828636,3934295101,7430256835,651000498,92158330,12907423888340,15221022198,1980752731,79152573,25051,3991.85661251048,246.71259,200,32447,291,401,24,44.9,86.275,88.94999999999999,90.15,96.4,379940.0,1554492.0,1597228.0,1599980.0,2715476.0
45,extend,EXTEND,64723945,1042872189,393512222,390238398,148022155,4502846,147722655,0,0,613,24366,123506613,315830171,3934602188,7431913869,651387968,92174147,12925460094603,15241950167,1982005246,79152573,454654,219.94747654260163,4538.34781,407,457471,20671,42495,437,38.0,57.3,59.6,60.9,65.0,219468.0,6588512.0,8589560.0,8597400.0,8847816.0
45,run,READ,66702532,1051536676,396916938,393619405,148022159,4502868,147722659,0,0,613,24367,123726569,315887393,3936370335,7432006393,651542408,92192156,12926218950907,15246089565,1984010371,79152573,27078,3693.034936110496,267.16254,125,95039,375,865,26,48.8,82.425,85.15,86.35000000000001,87.1,1238128.0,2962179.0,3017182.0,3032280.0,3052276.0
45,reference,READ,47622,13620822,5740490,4560809,10181,12,62,0,0,613,24367,123726569,315889593,3936370335,7432008009,651542408,92192156,12926218950907,15246089565,1984010371,79152573,4006,24962.55616575137,36.08738,22,12231,47,77,3,38.8,45.55,52.3,53.5,54.7,61580.0,61580.0,61580.0,61580.0,61580.0
45,clean-run,READ,53,5738003,2964432,2953471,299428,1,0,0,0,613,24368,124115870,315896881,3936377346,7432075925,651567039,92192163,12926743393683,15246675391,1984011358,79174696,23357,4281.371751509184,230.10891,109,94975,336,705,22,44.9,81.775,84.65,86.325,86.7,529244.0,1721027.0,1797288.0,1808865.0,1822528.0
45,avg-run,READ,55,13406885,7286407,7234516,609441,5,0,0,0,613,24369,124118923,315896881,3936510688,7432143810,651595725,92195292,12927252137261,15247373322,1984011377,79174696,25390,3938.5584875935406,250.11328,210,23583,293,404,24,47.2,87.475,89.80000000000001,90.5,117.9,446352.0,1775917.0,1826600.0,1833153.0,2484936.0
46,extend,EXTEND,68472832,1082405215,410588167,407240289,154639501,4602945,154335041,0,0,613,24403,126675206,315901862,3937572605,7433760102,651991814,92239896,12945426747096,15267919856,1984781180,79174696,482561,207.2276872768417,4817.21295,412,638463,22863,44671,464,37.0,57.5,60.9,63.4,69.8,217484.0,6780847.0,6956652.0,7770344.0,8783120.0
46,run,READ,71866452,1091708139,413951796,410579586,154639505,4602967,154335045,0,0,613,24404,127078736,315945999,3939258977,7433871262,652063314,92248401,12946424003552,15272900720,1987983489,79174696,28680,3486.7503486750347,282.7431,124,97407,439,1352,27,20.4,61.15,72.8,78.19999999999999,80.9,673916.0,3206224.0,3322592.0,3332798.0,3346764.0
46,reference,READ,49332,13922428,5874194,4662226,10181,12,62,0,0,613,24404,127078781,315948299,3939258977,7433872895,652063314,92248401,12946424003552,15272900720,1987983489,79174696,4083,24491.795248591723,36.86564,22,14095,49,79,3,37.5,43.35,49.2,51.7,54.2,64160.0,64164.0,64168.0,64168.0,64168.0
46,clean-run,READ,53,5786028,3070639,3059678,304397,1,0,0,0,613,24405,127486170,315958564,3939258978,7433942257,652231115,92248417,12946959527855,15273496586,1987984477,79192662,24339,4108.632236328526,239.57149,111,94719,344,731,23,44.3,81.55,84.6,85.75,86.6,464200.0,1401112.0,1460872.0,1470610.0,1482224.0
46,avg-run,READ,55,13457238,7402607,7350716,614410,5,0,0,0,613,24406,127487802,315958564,3939392574,7434010142,652255083,92251549,12947478218970,15274193846,1987984492,79192662,25556,3912.9754265143215,251.53748,211,34911,292,405,25,12.8,84.8,89.0,90.3,90.8,360376.0,1384576.0,1469816.0,1475020.0,1475896.0
47,extend,EXTEND,74008187,1124385137,427794604,424372314,161339710,4703055,161030260,0,0,613,24440,130732247,315962105,3939678913,7435759406,652664609,92267879,12966134735813,15295659912,1989170545,79192662,479745,208.4440692451198,4788.87859,429,475135,21999,45503,461,46.2,56.7,58.8,59.5,71.8,246484.0,6252844.0,8594584.0,8599512.0,8842272.0
47,run,READ,76132542,1133106523,431172438,427726713,161339712,4703066,161030262,0,0,613,24442,130930723,316020258,3941660254,7435862731,652820717,92276638,12966886247357,15300056287,1991025826,79192662,27355,3655.638822884299,269.37547,119,100223,409,1032,26,38.6,74.975,80.5,83.2,84.8,1065152.0,3143476.0,3221390.0,3230258.0,3242620.0
47,reference,READ,51058,14223945,6007008,4763629,10181,12,62,0,0,613,24442,130930765,316022158,3941660254,7435864364,652820717,92276638,12966886247357,15300056287,1991025826,79192662,3866,25866.52871184687,34.67258,21,15687,50,92,3,36.3,43.15,50.0,52.9,55.8,61712.0,61716.0,61720.0,61720.0,61720.0
47,clean-run,READ,53,5816010,3105412,3094451,309398,1,0,0,0,613,24444,131302811,316034274,3941728674,7435935134,652887246,92276654,12967432917332,15300662186,1991026834,79216065,24499,4081.799257112535,241.03704,111,103487,348,734,23,41.5,82.5,84.8,86.5,87.4,464288.0,1651050.0,1688324.0,1700544.0,1710336.0
47,avg-run,READ,55,13492394,7447327,7395436,619411,5,0,0,0,613,24444,131303432,316034274,3941793457,7436003019,652937563,92279719,12967961628939,15301360116,1991026844,79216065,26166,3821.753420469311,257.764,215,27295,302,415,25,46.7,87.4,90.1,91.2,91.7,399096.0,1623792.0,1666736.0,1669580.0,2787600.0
48,extend,EXTEND,78270731,1166360089,445571391,442075694,168315892,4803143,168001581,0,0,613,24480,134604576,316037915,3942175794,7437813764,653365988,92295728,12987341102623,15323302519,1992057111,79216065,492310,203.12404785602567,4914.83631,436,388095,22991,46047,473,53.7,56.6,58.7,59.9,66.5,271588.0,6683908.0,8548680.0,8596764.0,8816536.0
48,run,READ,80941100,1175552180,449012751,445492023,168315896,4803165,168001585,0,0,613,24481,135029425,316080522,3944342157,7437926177,653602509,92312110,12988330001009,15328236313,1995286158,79216065,30322,3297.935492381769,299.3785,129,101759,427,1167,29,25.8,50.5,68.3,74.8,78.2,885064.0,3255676.0,3436264.0,3444728.0,3455124.0
48,reference,READ,52784,14525535,6140712,4865046,10181,12,62,0,0,613,24481,135029425,316082622,3944342157,7437927810,653602509,92312110,12988330001009,15328236313,1995286158,79216065,3873,25819.777949909632,34.83529,23,13359,47,78,3,39.0,44.35,49.7,52.55,55.4,60548.0,60548.0,60548.0,60548.0,60548.0
48,clean-run,READ,53,5849783,3163076,3152115,314277,1,0,0,0,613,24483,135438698,316096025,3944412069,7438000071,653635015,92312117,12988888451950,15328852038,1995287275,79235719,25091,3985.492806185485,246.97462,113,150143,351,738,24,44.4,81.275,84.9,86.1,86.5,308140.0,885760.0,928502.0,937517.0,992720.0
48,avg-run,READ,55,13529494,7514757,7462866,624290,5,0,0,0,613,24484,135446145,316096025,3944479972,7438067956,653686955,92315005,12989427427710,15329549969,1995287336,79235719,26273,3806.188863091387,258.74845,217,30079,303,411,25,56.9,85.4,89.6,90.9,91.6,561036.0,873788.0,894908.0,896612.0,896756.0
49,extend,EXTEND,83038713,1209076421,463573512,460002996,175370630,4903242,175051383,0,0,613,24519,138689435,316100215,3944919897,7439841913,654143559,92330225,13009030149197,15351718855,1996316467,79235719,499048,200.3815264263157,4982.07465,434,500735,23247,47263,480,43.3,56.9,59.4,60.9,67.3,234664.0,6169220.0,7822106.0,8594418.0,8834040.0
