Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,CPU,Memory,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,tup_deleted_delta,tup_deleted_per_op,deadlocks_delta,deadlocks_per_op,temp_files_delta,temp_files_per_op,temp_bytes_delta,temp_bytes_per_op,checkpoints_timed_delta,checkpoints_timed_per_op,checkpoints_req_delta,checkpoints_req_per_op,buffers_checkpoint_delta,buffers_checkpoint_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,buffers_alloc_delta,buffers_alloc_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,cache_hit_ratio,interval_cache_hit_ratio,internal_inserts_per_logical_update,latency_change_pct
94,extend,10000,True,zipfian,EXTEND,53.0,66.1,446170850,3800752083,1631734526,1624484186,638469412,9410084,637914303,0,175,630395640,615,27219,378445198,320684313,4149743487,7581012320,707952796,95181671,14484416198113,17202044176,2274703343,80473918,0,0,0,0,1,1062079,94.15495457494217,100000,10610.88121,508,893951,52639,104127,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,10455496.0,104.55496,69313312.0,693.13312,33326611.0,333.26611,33236777.0,332.36777,13327908.0,133.27908,100220.0,1.0022,13322619.0,133.22619,0.0,0.0,10.0,0.0001,39522882.0,395.22882,1.0,1e-05,79.0,0.00079,5324364.0,53.24364,164454.0,1.64454,7493212.0,74.93212,4077117.0,40.77117,1504260.0,15.0426,208536.0,2.08536,43369347846.0,433693.47846,52369059.0,523.69059,7595135.0,75.95135,27906.0,0.27906,0.8949425602868598,0.8689275136216151,132.98650967870685,11.607558586880184
95,extend,10000,True,zipfian,EXTEND,56.8,58.1,459407963,3875755037,1665514247,1658173994,651971917,9510293,651411474,0,185,670339212,616,27299,385042445,320774953,4156678937,7585142844,709586064,95283655,14528763207593,17256454860,2283037701,80504773,0,0,0,0,1,984319,101.59308110480444,100000,9833.36166,529,878591,48863,97279,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,13237113.0,132.37113,75002954.0,750.02954,33779721.0,337.79721,33689808.0,336.89808,13502505.0,135.02505,100209.0,1.00209,13497171.0,134.97171,0.0,0.0,10.0,0.0001,39943572.0,399.43572,1.0,1e-05,80.0,0.0008,6597247.0,65.97247,90640.0,0.9064,6935450.0,69.3545,4130524.0,41.30524,1633268.0,16.33268,101984.0,1.01984,44347009480.0,443470.0948,54410684.0,544.10684,8334358.0,83.34358,30855.0,0.30855,0.8940275226098765,0.8499875005761272,134.74343621830374,-7.327568131355977
96,extend,10000,True,zipfian,EXTEND,57.1,78.3,470683055,3949460623,1699944543,1692515752,665766653,9610480,665200826,0,195,710705916,616,27382,391988840,320900282,4162566506,7589374619,711221437,95356812,14573905532129,17311142461,2290939343,80537450,0,0,0,0,1,994943,100.50827032302352,100000,9940.04964,531,812543,50463,98367,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,11275092.0,112.75092,73705586.0,737.05586,34430296.0,344.30296,34341758.0,343.41758,13794736.0,137.94736,100187.0,1.00187,13789352.0,137.89352,0.0,0.0,10.0,0.0001,40366704.0,403.66704,0.0,0.0,83.0,0.00083,6946395.0,69.46395,125329.0,1.25329,5887569.0,58.87569,4231775.0,42.31775,1635373.0,16.35373,73157.0,0.73157,45142324536.0,451423.24536,54687601.0,546.87601,7901642.0,79.01642,32677.0,0.32677,0.8935140825076139,0.8673216987042631,137.68987992454112,1.0849593830559723
97,extend,10000,True,zipfian,EXTEND,57.7,77.5,481873084,4023364975,1734438454,1726919751,679585606,9710678,679014514,0,205,751500525,616,27466,398817079,320980774,4168949577,7593626508,712849972,95447335,14619346426113,17366170196,2299402594,80568892,0,0,0,0,1,1001737,99.8266011937265,100000,10008.40685,527,898047,50239,98879,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,11190029.0,111.90029,73904352.0,739.04352,34493911.0,344.93911,34403999.0,344.03999,13818953.0,138.18953,100198.0,1.00198,13813688.0,138.13688,0.0,0.0,10.0,0.0001,40794609.0,407.94609,0.0,0.0,84.0,0.00084,6828239.0,68.28239,80492.0,0.80492,6383071.0,63.83071,4251889.0,42.51889,1628535.0,16.28535,90523.0,0.90523,45440893984.0,454408.93984,55027735.0,550.27735,8463251.0,84.63251,31442.0,0.31442,0.8930415934320332,0.8684986144972369,137.91645541827182,0.6876948554152218
98,extend,10000,True,zipfian,EXTEND,55.8,77.3,493362430,4098207311,1769444445,1761835830,693589898,9810876,693013426,0,215,792717267,617,27550,405623498,321066039,4175325345,7597937711,714471447,95533668,14665344095684,17421805578,2307666436,80599018,0,0,0,0,1,1010480,98.96286913150186,100000,10095.09871,525,788479,49823,98687,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,11489346.0,114.89346,74842336.0,748.42336,35005991.0,350.05991,34916079.0,349.16079,14004292.0,140.04292,100198.0,1.00198,13998912.0,139.98912,0.0,0.0,10.0,0.0001,41216742.0,412.16742,1.0,1e-05,84.0,0.00084,6806419.0,68.06419,85265.0,0.85265,6375768.0,63.75768,4311203.0,43.11203,1621475.0,16.21475,86333.0,0.86333,45997669571.0,459976.69571,55635382.0,556.35382,8263842.0,82.63842,30126.0,0.30126,0.8925503786658046,0.8669162266524588,139.76618295774367,0.8661904067179371
99,extend,10000,True,zipfian,EXTEND,55.4,65.8,504753266,4171495408,1804395649,1796695865,707556736,9911096,706974995,0,225,834355587,618,27634,411653347,321151210,4182671180,7602229429,716088233,95685754,14711235578592,17477052914,2315667865,80627629,0,0,0,0,1,1060419,94.30234652528858,100000,10594.92375,528,837631,51679,102015,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,11390836.0,113.90836,73288097.0,732.88097,34951204.0,349.51204,34860035.0,348.60035,13966838.0,139.66838,100220.0,1.0022,13961569.0,139.61569,0.0,0.0,10.0,0.0001,41638320.0,416.3832,1.0,1e-05,84.0,0.00084,6029849.0,60.29849,85171.0,0.85171,7345835.0,73.45835,4291718.0,42.91718,1616786.0,16.16786,152086.0,1.52086,45891482908.0,458914.82908,55247336.0,552.47336,8001429.0,80.01429,28611.0,0.28611,0.8920602172407053,0.8654820556135255,139.36178407503493,4.951165455221185
100,extend,10000,True,zipfian,EXTEND,53.6,64.8,517443057,4245316140,1839692652,1831900743,721658520,10011316,721071378,0,235,876408825,618,27720,417407802,321252881,4190684318,7606608271,717747313,95885531,14757718124686,17533255396,2323829063,80654382,0,0,0,0,1,1111947,89.93234389768577,100000,11109.61998,525,914943,54655,106623,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,12689791.0,126.89791,73820732.0,738.20732,35297003.0,352.97003,35204878.0,352.04878,14101784.0,141.01784,100220.0,1.0022,14096383.0,140.96383,0.0,0.0,10.0,0.0001,42053238.0,420.53238,0.0,0.0,86.0,0.00086,5754455.0,57.54455,101671.0,1.01671,8013138.0,80.13138,4378842.0,43.78842,1659080.0,16.5908,199777.0,1.99777,46482546094.0,464825.46094,56202482.0,562.02482,8161198.0,81.61198,26753.0,0.26753,0.8913564520906431,0.8533150585622977,140.7082817800838,4.85795124292423
1,reference,10000,True,uniform,READ,0.1,6.8,1,344294,125308,102579,10181,12,62,0,0,0,613,23536,32439971,314696534,3901258271,7397852853,636379150,91710946,12478911243522,14632464608,1907390555,78480804,1,0,0,0,0,3511,28481.913984619765,100000,31.31968,22,10911,43,74,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999970955140214,,,
2,reference,10000,True,uniform,READ,0.1,6.8,1,646807,249222,203842,10181,12,62,0,0,0,613,23538,32470003,314696534,3901302524,7397882035,636379417,91710960,12479603423644,14633852138,1907429950,78480804,1,0,0,0,0,3959,25258.90376357666,100000,35.72667,22,10791,48,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302513.0,3.02513,123914.0,1.23914,101263.0,1.01263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2e-05,30032.0,0.30032,0.0,0.0,44253.0,0.44253,29182.0,0.29182,267.0,0.00267,14.0,0.00014,692180122.0,6921.80122,1387530.0,13.8753,39395.0,0.39395,0.0,0.0,0.9999984539461478,1.0,,14.070993062508919
3,reference,10000,True,uniform,READ,0.1,6.8,1,949320,373136,305105,10181,12,62,0,0,0,613,23540,32559844,314696534,3901331686,7397914199,636477969,91711516,12480653592634,14635931015,1907495836,78481061,1,0,0,0,0,3816,26205.45073375262,100000,34.39646,22,11479,47,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302513.0,3.02513,123914.0,1.23914,101263.0,1.01263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2e-05,89841.0,0.89841,0.0,0.0,29162.0,0.29162,32164.0,0.32164,98552.0,0.98552,556.0,0.00556,1050168990.0,10501.6899,2078877.0,20.78877,65886.0,0.65886,257.0,0.00257,0.9999989466155284,1.0,,-3.723296909563645
4,reference,10000,True,uniform,READ,0.1,6.8,1,1251833,497050,406368,10181,12,62,0,0,0,613,23543,32724496,314696534,3901352446,7397937287,636536781,91711569,12482146189335,14638654205,1907624903,78482541,1,0,0,0,0,3770,26525.19893899204,100000,33.77716,20,11607,45,74,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302513.0,3.02513,123914.0,1.23914,101263.0,1.01263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3e-05,164652.0,1.64652,0.0,0.0,20760.0,0.2076,23088.0,0.23088,58812.0,0.58812,53.0,0.00053,1492596701.0,14925.96701,2723190.0,27.2319,129067.0,1.29067,1480.0,0.0148,0.9999992011720403,1.0,,-1.8004759792141223
5,reference,10000,True,uniform,READ,0.1,6.8,1,1554346,620964,507631,10181,12,62,0,0,0,613,23547,32948814,314696534,3901385210,7397972714,636679315,91711712,12484088236988,14641958480,1907818570,78485876,1,0,0,0,0,4209,23758.61249703017,100000,38.29501,22,11311,49,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302513.0,3.02513,123914.0,1.23914,101263.0,1.01263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4e-05,224318.0,2.24318,0.0,0.0,32764.0,0.32764,35427.0,0.35427,142534.0,1.42534,143.0,0.00143,1942047653.0,19420.47653,3304275.0,33.04275,193667.0,1.93667,3335.0,0.03335,0.9999993566430148,1.0,,13.375458445884725
6,reference,10000,True,uniform,READ,0.2,7.2,1,1856932,745768,608908,10181,12,62,0,0,0,613,23552,33269614,314696534,3901426681,7398016846,636834563,91711863,12486506007948,14645905013,1908123322,78489516,1,0,0,0,0,3609,27708.50651149903,100000,32.34991,22,11007,44,76,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5e-05,320800.0,3.208,0.0,0.0,41471.0,0.41471,44132.0,0.44132,155248.0,1.55248,151.0,0.00151,2417770960.0,24177.7096,3946533.0,39.46533,304752.0,3.04752,3640.0,0.0364,0.9999994614776085,1.0,,-15.524476948824395
7,reference,10000,True,uniform,READ,0.2,8.3,1,2159518,870572,710185,10181,12,62,0,0,0,613,23558,33710758,314696534,3901455706,7398048536,636999339,91712019,12489390154259,14650407505,1908506462,78492327,1,0,0,0,0,3454,28951.939779965254,100000,30.79283,22,13567,45,77,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6e-05,441144.0,4.41144,0.0,0.0,29025.0,0.29025,31690.0,0.3169,164776.0,1.64776,156.0,0.00156,2884146311.0,28841.46311,4502492.0,45.02492,383140.0,3.8314,2811.0,0.02811,0.9999995369339191,1.0,,-4.813243684449208
8,reference,10000,True,uniform,READ,0.3,10.0,1,2462104,995376,811462,10181,12,62,0,0,0,613,23565,34309816,314696534,3901510277,7398105770,637171462,91712643,12492809661681,14655538222,1909068554,78507243,1,0,0,0,0,3971,25182.573659027952,100000,35.97589,23,11775,48,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7e-05,599058.0,5.99058,0.0,0.0,54571.0,0.54571,57234.0,0.57234,172123.0,1.72123,624.0,0.00624,3419507422.0,34195.07422,5130717.0,51.30717,562092.0,5.62092,14916.0,0.14916,0.9999995938434795,1.0,,16.83203524976431
9,reference,10000,True,uniform,READ,0.3,10.6,1,2764690,1120180,912739,10181,12,62,0,0,0,613,23572,34982480,314696534,3901546626,7398144785,637326975,91712838,12496586843634,14661218299,1909589167,78509728,1,0,0,0,0,3715,26917.900403768504,100000,33.31347,22,10743,47,76,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7e-05,672664.0,6.72664,0.0,0.0,36349.0,0.36349,39015.0,0.39015,155513.0,1.55513,195.0,0.00195,3777181953.0,37771.81953,5680077.0,56.80077,520613.0,5.20613,2485.0,0.02485,0.9999996382959253,1.0,,-7.400567435579763
10,reference,10000,True,uniform,READ,0.4,12.2,1,3067276,1244984,1014016,10181,12,62,0,0,0,613,23580,35856228,314696534,3901607645,7398208469,637520356,91713602,12500894083186,14667466066,1910279653,78514401,1,0,0,0,0,3857,25926.886180969665,100000,34.72028,22,11559,47,74,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8e-05,873748.0,8.73748,0.0,0.0,61019.0,0.61019,63684.0,0.63684,193381.0,1.93381,764.0,0.00764,4307239552.0,43072.39552,6247767.0,62.47767,690486.0,6.90486,4673.0,0.04673,0.999999673977929,1.0,,4.22294645379182
11,reference,10000,True,uniform,READ,0.4,14.1,1,3369862,1369788,1115293,10181,12,62,0,0,0,613,23589,36909058,314696534,3901670653,7398274140,637721173,91713905,12505744203351,14674392239,1911138975,78521247,1,0,0,0,0,3906,25601.63850486431,100000,35.17023,22,11431,46,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302586.0,3.02586,124804.0,1.24804,101277.0,1.01277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9e-05,1052830.0,10.5283,0.0,0.0,63008.0,0.63008,65671.0,0.65671,200817.0,2.00817,303.0,0.00303,4850120165.0,48501.20165,6926173.0,69.26173,859322.0,8.59322,6846.0,0.06846,0.9999997032520314,1.0,,1.295928489055953
12,reference,10000,True,uniform,READ,0.5,16.1,1,3672521,1495482,1216584,10181,12,62,0,0,0,613,23599,37859163,314696534,3901790464,7398396618,637935168,91716260,12510909431214,14681699121,1912006453,78534123,1,0,0,0,0,3505,28530.670470756064,100000,31.1527,21,13831,43,74,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302659.0,3.02659,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0001,950105.0,9.50105,0.0,0.0,119811.0,1.19811,122478.0,1.22478,213995.0,2.13995,2355.0,0.02355,5165227863.0,51652.27863,7306882.0,73.06882,867478.0,8.67478,12876.0,0.12876,0.9999997277075535,1.0,,-11.423098455710978
13,reference,10000,True,uniform,READ,0.5,18.7,1,3975180,1621176,1317875,10181,12,62,0,0,0,613,23610,39122916,314696534,3901843965,7398452787,638161409,91716531,12516579574560,14689663227,1913115499,78555144,1,0,0,0,0,4087,24467.82481037436,100000,37.00866,23,13551,48,74,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302659.0,3.02659,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.00011,1263753.0,12.63753,0.0,0.0,53501.0,0.53501,56169.0,0.56169,226241.0,2.26241,271.0,0.00271,5670143346.0,56701.43346,7964106.0,79.64106,1109046.0,11.09046,21021.0,0.21021,0.9999997484391276,1.0,,18.797600208007648
14,reference,10000,True,uniform,READ,0.7,19.8,1,4277839,1746870,1419166,10181,12,62,0,0,0,613,23622,40419458,314696534,3901886274,7398497765,638392955,91716708,12522758276154,14698236657,1914294314,78571393,1,0,0,0,0,3580,27932.96089385475,100000,31.81759,22,14911,43,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302659.0,3.02659,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.00012,1296542.0,12.96542,0.0,0.0,42309.0,0.42309,44978.0,0.44978,231546.0,2.31546,177.0,0.00177,6178701594.0,61787.01594,8573430.0,85.7343,1178815.0,11.78815,16249.0,0.16249,0.9999997662371665,1.0,,-14.026635927915255
15,reference,10000,True,uniform,READ,0.8,20.0,1,4580498,1872564,1520457,10181,12,62,0,0,0,613,23634,41781589,314696534,3901953691,7398567951,638632344,91718514,12529346055978,14707372335,1915349798,78584717,1,0,0,0,0,3871,25833.11805734952,100000,34.79713,23,12463,47,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302659.0,3.02659,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.00012,1362131.0,13.62131,0.0,0.0,67417.0,0.67417,70186.0,0.70186,239389.0,2.39389,1806.0,0.01806,6587779824.0,65877.79824,9135678.0,91.35678,1055484.0,10.55484,13324.0,0.13324,0.9999997816831747,1.0,,9.36444275006374
16,reference,10000,True,uniform,READ,0.8,21.6,1,4883157,1998258,1621748,10181,12,62,0,0,0,613,23647,43375572,314696534,3902037857,7398654687,638855923,91718687,12536371731950,14717017841,1916549658,78605245,1,0,0,0,0,3654,27367.26874657909,100000,32.69662,23,14775,45,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,0.0,0.0,302659.0,3.02659,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.00013,1593983.0,15.93983,0.0,0.0,84166.0,0.84166,86736.0,0.86736,223579.0,2.23579,173.0,0.00173,7025675972.0,70256.75972,9645506.0,96.45506,1199860.0,11.9986,20528.0,0.20528,0.9999997952144903,1.0,,-6.036446109204984
17,reference,10000,True,uniform,READ,0.9,26.9,104,5185786,2124842,1723053,10181,12,62,0,0,0,613,23661,45100986,314697766,3902219342,7398822433,639117875,91720832,12543750065883,14727140252,1917916447,78638268,1,0,0,0,0,3867,25859.839668994053,100000,34.70941,22,11575,48,73,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,103.0,0.00103,302629.0,3.02629,126584.0,1.26584,101305.0,1.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.00014,1725414.0,17.25414,1232.0,0.01232,181485.0,1.81485,167746.0,1.67746,261952.0,2.61952,2145.0,0.02145,7378333933.0,73783.33933,10122411.0,101.22411,1366789.0,13.66789,33023.0,0.33023,0.9999799455831111,0.9996597650727376,,6.155957404771484
18,reference,10000,True,uniform,READ,0.9,28.1,1770,5486779,2250536,1824344,10181,12,62,0,0,0,613,23676,47047803,314699554,3902268713,7399247996,639379909,91722296,12551615639345,14737945867,1919414329,78659706,1,0,0,0,0,3768,26539.27813163482,100000,33.91094,21,11271,47,77,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1666.0,0.01666,300993.0,3.00993,125694.0,1.25694,101291.0,1.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.00015,1946817.0,19.46817,1788.0,0.01788,49371.0,0.49371,425563.0,4.25563,262034.0,2.62034,1464.0,0.01464,7865573462.0,78655.73462,10805615.0,108.05615,1497882.0,14.97882,21438.0,0.21438,0.9996775103948239,0.9944954552813563,,-2.300442444858619
19,reference,10000,True,uniform,READ,1.0,29.1,3469,5787812,2377120,1925649,10181,12,62,0,0,0,613,23692,48901351,314713007,3902535562,7399696990,639654982,91732471,12559872591729,14749349381,1920841525,78673809,1,0,0,0,0,3776,26483.050847457627,100000,33.96441,22,13623,47,80,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1699.0,0.01699,301033.0,3.01033,126584.0,1.26584,101305.0,1.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.00016,1853548.0,18.53548,13453.0,0.13453,266849.0,2.66849,448994.0,4.48994,275073.0,2.75073,10175.0,0.10175,8256952384.0,82569.52384,11403514.0,114.03514,1427196.0,14.27196,14103.0,0.14103,0.9994009960835953,0.994387775326031,,0.15767772878017006
20,reference,10000,True,uniform,READ,1.1,29.3,5135,6088878,2503704,2026954,10181,12,62,0,0,0,613,23708,51041575,314715120,3902597967,7400185802,639913095,91732589,12568574485779,14761403764,1922346541,78697170,1,0,0,0,0,3574,27979.85450475657,100000,31.79992,22,13879,44,75,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1666.0,0.01666,301066.0,3.01066,126584.0,1.26584,101305.0,1.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.00016,2140224.0,21.40224,2113.0,0.02113,62405.0,0.62405,488812.0,4.88812,258113.0,2.58113,118.0,0.00118,8701894050.0,87018.9405,12054383.0,120.54383,1505016.0,15.05016,23361.0,0.23361,0.9991573697003928,0.9944967826328237,,-6.37281789967793
21,reference,10000,True,uniform,READ,1.1,31.9,6815,6390003,2631178,2128273,10181,12,62,0,0,0,613,23725,53295508,314730606,3902878736,7400703357,640214513,91732825,12577657035665,14774006240,1924001647,78709796,1,0,0,0,0,4055,24660.91245376079,100000,36.6544,23,11479,48,76,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1680.0,0.0168,301125.0,3.01125,127474.0,1.27474,101319.0,1.01319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.00017,2253933.0,22.53933,15486.0,0.15486,280769.0,2.80769,517555.0,5.17555,301418.0,3.01418,236.0,0.00236,9082549886.0,90825.49886,12602476.0,126.02476,1655106.0,16.55106,12626.0,0.12626,0.9989346265596426,0.9944518749690395,,15.265698781632153
22,reference,10000,True,uniform,READ,1.2,35.3,8495,6691055,2757762,2229578,10181,12,62,0,0,0,613,23743,55660210,314752957,3903013372,7401274317,640515887,91735275,12587263409563,14787135206,1925934367,78732265,1,0,0,0,0,3927,25464.73134708429,100000,35.38346,23,12615,48,81,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1680.0,0.0168,301052.0,3.01052,126584.0,1.26584,101305.0,1.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.00018,2364702.0,23.64702,22351.0,0.22351,134636.0,1.34636,570960.0,5.7096,301374.0,3.01374,2450.0,0.0245,9606373898.0,96063.73898,13128966.0,131.28966,1932720.0,19.3272,22469.0,0.22469,0.9987320043883544,0.9944505371087299,,-3.467359989523777
23,reference,10000,True,uniform,READ,1.2,39.7,10175,6992107,2884346,2330883,10181,12,62,0,0,0,613,23762,57904021,314789316,3903475225,7401900703,640820607,91748032,12597229379467,14800950370,1927818363,78747642,1,0,0,0,0,3929,25451.768897938407,100000,35.35778,22,13359,48,77,100000,5,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure.csv,1680.0,0.0168,301052.0,3.01052,126584.0,1.26584,101305.0,1.01305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.00019,2243811.0,22.43811,36359.0,0.36359,461853.0,4.61853,626386.0,6.26386,304720.0,3.0472,12757.0,0.12757,9965969904.0,99659.69904,13815164.0,138.15164,1883996.0,18.83996,15377.0,0.15377,0.9985469022812848,0.9944505371087299,,-0.0725762828168941
