Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,cache_profile,run,source_file,blks_read_delta,blks_read_per_op,blks_hit_delta,blks_hit_per_op,tup_returned_delta,tup_returned_per_op,tup_fetched_delta,tup_fetched_per_op,tup_inserted_delta,tup_inserted_per_op,tup_updated_delta,tup_updated_per_op,buffers_alloc_delta,buffers_alloc_per_op,buffers_clean_delta,buffers_clean_per_op,buffers_backend_delta,buffers_backend_per_op,checkpoint_write_time_delta,checkpoint_write_time_per_op,checkpoint_sync_time_delta,checkpoint_sync_time_per_op,wal_bytes_delta,wal_bytes_per_op,wal_records_delta,wal_records_per_op,wal_fpi_delta,wal_fpi_per_op,wal_buffers_full_delta,wal_buffers_full_per_op,delta_cache_hit_ratio,cumulative_cache_hit_ratio,CPU,Memory
52,extend,10000,True,zipfian,EXTEND,100867810,1333175081,518764302,514950763,196953649,5203620,196619637,0,0,0,681,43716,501312460,562617018,6500376173,11863926415,1139795095,169685393,23453816486495,27617594052,3648348836,79999996,0,0,0,0,1,580447,172.28101790516618,100000,5794.74311,363,786943,27999,55167,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,5193272.0,51.93272,43354800.0,433.548,19083835.0,190.83835,19008652.0,190.08652,7475447.0,74.75447,100121.0,1.00121,2265428.0,22.65428,92605.0,0.92605,3599789.0,35.99789,811912.0,8.11912,77096.0,0.77096,22857270875.0,228572.70875,29770534.0,297.70534,3946048.0,39.46048,15664.0,0.15664,0.8930282545514887,0.9296619294771149,60.4,73.3
53,extend,10000,True,zipfian,EXTEND,107278882,1377496220,538061413,534170995,204518713,5303741,204179649,0,0,0,681,43758,504958442,562711358,6504030103,11866222501,1140691119,169737717,23477137307946,27648071311,3652930338,80014802,0,0,0,0,1,596373,167.68029404416365,100000,5954.38552,358,654335,27967,56863,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6411072.0,64.11072,44321139.0,443.21139,19297111.0,192.97111,19220232.0,192.20232,7565064.0,75.65064,100121.0,1.00121,2296086.0,22.96086,94340.0,0.9434,3653930.0,36.5393,896024.0,8.96024,52324.0,0.52324,23320821451.0,233208.21451,30477259.0,304.77259,4581502.0,45.81502,14806.0,0.14806,0.8736291623481579,0.9277473862166097,59.8,75.6
54,extend,10000,True,zipfian,EXTEND,113820082,1423254261,557670397,553704217,212254517,5403851,211910385,0,0,0,681,43802,508745658,562810411,6507281664,11868575107,1141542073,169786127,23501069950252,27679177314,3657565430,80031788,0,0,0,0,1,577635,173.1197036190674,100000,5766.64116,363,905215,28431,57407,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6541200.0,65.412,45758041.0,457.58041,19608984.0,196.08984,19533222.0,195.33222,7735804.0,77.35804,100110.0,1.0011,2352606.0,23.52606,99053.0,0.99053,3251561.0,32.51561,850954.0,8.50954,48410.0,0.4841,23932642306.0,239326.42306,31106003.0,311.06003,4635092.0,46.35092,16986.0,0.16986,0.8749274391955325,0.9259501776746527,62.6,75.1
55,extend,10000,True,zipfian,EXTEND,119867684,1469127518,577805879,573762410,220168029,5503983,219818729,0,0,0,681,43847,512607472,562910661,6510411699,11870986565,1142394652,169837317,23525508331061,27710785161,3662147690,80070818,0,0,0,0,1,578481,172.86652457038346,100000,5775.24102,362,575487,28415,58719,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6047602.0,60.47602,45873257.0,458.73257,20135482.0,201.35482,20058193.0,200.58193,7913512.0,79.13512,100132.0,1.00132,2411458.0,24.11458,100250.0,1.0025,3130035.0,31.30035,852579.0,8.52579,51190.0,0.5119,24438380809.0,244383.80809,31607847.0,316.07847,4582260.0,45.8226,39030.0,0.3903,0.8835226897921701,0.9245638477390443,63.8,73.8
56,extend,10000,True,zipfian,EXTEND,126198011,1515193546,598152026,594032595,228165518,5604104,227811027,0,0,0,681,43893,516364468,563021528,6513910490,11873422736,1143286085,169903128,23550321641401,27742903059,3667031049,80085804,0,0,0,0,1,602871,165.872964531384,100000,6019.39885,345,742911,29583,59519,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6330327.0,63.30327,46066028.0,460.66028,20346147.0,203.46147,20270185.0,202.70185,7997489.0,79.97489,100121.0,1.00121,2436171.0,24.36171,110867.0,1.10867,3498791.0,34.98791,891433.0,8.91433,65811.0,0.65811,24813310340.0,248133.1034,32117898.0,321.17898,4883359.0,48.83359,14986.0,0.14986,0.8791838287224369,0.9231152308163115,62.0,74.9
57,extend,10000,True,zipfian,EXTEND,132990280,1563890038,618910451,614713602,236359148,5704214,235999241,0,0,0,681,43940,521292786,563062780,6516549047,11875922329,1144211990,169937225,23575918557023,27775926932,3672139715,80102104,0,0,0,0,1,581769,171.88953003683594,100000,5807.89557,387,588287,29471,61183,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6792269.0,67.92269,48696492.0,486.96492,20758425.0,207.58425,20681007.0,206.81007,8193630.0,81.9363,100110.0,1.0011,2499593.0,24.99593,41252.0,0.41252,2638557.0,26.38557,925905.0,9.25905,34097.0,0.34097,25596915622.0,255969.15622,33023873.0,330.23873,5108666.0,51.08666,16300.0,0.163,0.877591986600674,0.9216265999497556,64.7,77.3
58,extend,10000,True,zipfian,EXTEND,138541676,1612219854,639898397,635623109,244592120,5804346,244226831,0,0,0,681,43987,525780037,563181510,6520095060,11878262344,1145184580,169975929,23601639381672,27808853679,3677122490,80134697,0,0,0,0,1,599903,166.69361546783398,100000,5989.41129,388,554495,29775,61663,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,5551396.0,55.51396,48329816.0,483.29816,20987946.0,209.87946,20909507.0,209.09507,8232972.0,82.32972,100132.0,1.00132,2340015.0,23.40015,118730.0,1.1873,3546013.0,35.46013,972590.0,9.7259,38704.0,0.38704,25720824649.0,257208.24649,32926747.0,329.26747,4982775.0,49.82775,32593.0,0.32593,0.8969697266646489,0.9208677631841727,63.9,75.7
59,extend,10000,True,zipfian,EXTEND,144687438,1661445132,661505806,657153508,253087167,5904467,252716473,0,0,0,681,44036,530516590,563260308,6523404045,11880851323,1146162749,170014725,23628207272255,27842778660,3682253889,80150617,0,0,0,0,1,623573,160.3661479890887,100000,6226.20992,384,548863,30671,62623,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6145762.0,61.45762,49225278.0,492.25278,21607409.0,216.07409,21530399.0,215.30399,8495047.0,84.95047,100121.0,1.00121,2588979.0,25.88979,78798.0,0.78798,3308985.0,33.08985,978169.0,9.78169,38796.0,0.38796,26567890583.0,265678.90583,33924981.0,339.24981,5131399.0,51.31399,15920.0,0.1592,0.8890076473188873,0.9198910199598471,63.2,77.7
60,extend,10000,True,zipfian,EXTEND,151051645,1711654650,683419903,678990856,261714050,6004588,261337925,0,0,0,681,44086,535364940,563355776,6526625099,11883529845,1147123257,170055284,23655263019373,27877495456,3687518964,80188698,0,0,0,0,1,617962,161.8222479699399,100000,6169.93844,383,573439,31519,64735,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6364207.0,63.64207,50209518.0,502.09518,21914097.0,219.14097,21837348.0,218.37348,8626883.0,86.26883,100121.0,1.00121,2678522.0,26.78522,95468.0,0.95468,3221054.0,32.21054,960508.0,9.60508,40559.0,0.40559,27055747118.0,270557.47118,34716796.0,347.16796,5265075.0,52.65075,38081.0,0.38081,0.8875059579336521,0.9189074276468261,64.4,77.4
61,extend,10000,True,zipfian,EXTEND,157238356,1762200472,705725004,701218612,270511734,6104720,270130080,0,0,0,681,44137,540162551,563426426,6530453294,11886239474,1148161496,170111029,23682805264769,27912694560,3692767260,80206041,0,0,0,0,1,640829,156.0478692443694,100000,6398.65707,360,685567,32399,65343,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6186711.0,61.86711,50545822.0,505.45822,22305101.0,223.05101,22227756.0,222.27756,8797684.0,87.97684,100132.0,1.00132,2709629.0,27.09629,70650.0,0.7065,3828195.0,38.28195,1038239.0,10.38239,55745.0,0.55745,27542245396.0,275422.45396,35199104.0,351.99104,5248296.0,52.48296,17343.0,0.17343,0.8909495015849196,0.9180810798936282,63.9,74.4
62,extend,10000,True,zipfian,EXTEND,163931753,1812827068,728153779,723570077,279313590,6204852,278926417,0,0,0,681,44188,545008890,563509541,6534022107,11888955565,1149196854,170159961,23710484898461,27948110989,3698147983,80223999,0,0,0,0,1,633795,157.77972372770375,100000,6328.25954,373,523519,32143,66303,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6693397.0,66.93397,50626596.0,506.26596,22428775.0,224.28775,22351465.0,223.51465,8801856.0,88.01856,100132.0,1.00132,2716091.0,27.16091,83115.0,0.83115,3568813.0,35.68813,1035358.0,10.35358,48932.0,0.48932,27679633692.0,276796.33692,35416429.0,354.16429,5380723.0,53.80723,17958.0,0.17958,0.8832275328435577,0.9170704330450032,64.5,72.7
63,extend,10000,True,zipfian,EXTEND,170800616,1864815293,751117974,746453931,288431608,6304995,288038980,0,0,0,681,44241,550072143,563585496,6537735477,11891758901,1150248816,170216676,23739113246061,27984671956,3703668431,80238378,0,0,0,0,1,664431,150.50471757037224,100000,6634.1913,392,637951,33375,67455,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6868863.0,68.68863,51988225.0,519.88225,22964195.0,229.64195,22883854.0,228.83854,9118018.0,91.18018,100143.0,1.00143,2803336.0,28.03336,75955.0,0.75955,3713370.0,37.1337,1051962.0,10.51962,56715.0,0.56715,28628347600.0,286283.476,36560967.0,365.60967,5520448.0,55.20448,14379.0,0.14379,0.8832959082175456,0.9160938882208353,63.7,76.2
64,extend,10000,True,zipfian,EXTEND,177744882,1916540456,774109059,769364767,297536818,6405127,297138567,0,0,0,681,44294,554866546,563658731,6541782216,11894552406,1151330897,170282713,23767798711283,28021205086,3709203275,80276102,0,0,0,0,1,673881,148.39415267680792,100000,6728.82131,393,664063,33311,68543,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,6944266.0,69.44266,51725163.0,517.25163,22991085.0,229.91085,22910836.0,229.10836,9105210.0,91.0521,100132.0,1.00132,2793505.0,27.93505,73235.0,0.73235,4046739.0,40.46739,1082081.0,10.82081,66037.0,0.66037,28685465222.0,286854.65222,36533130.0,365.3313,5534844.0,55.34844,37724.0,0.37724,0.8816374026752501,0.915128622267994,63.2,72.3
65,extend,10000,True,zipfian,EXTEND,185084848,1969868447,797903991,793079369,307001003,6505270,306597225,0,0,0,681,44349,559681876,563729153,6545855590,11897442716,1152417556,170360333,23797486617873,28058940178,3714829507,80294078,0,0,0,0,1,696202,143.63647332239782,100000,6951.95951,381,869887,34751,69823,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7339966.0,73.39966,53327991.0,533.27991,23794932.0,237.94932,23714602.0,237.14602,9464185.0,94.64185,100143.0,1.00143,2890310.0,28.9031,70422.0,0.70422,4073374.0,40.73374,1086659.0,10.86659,77620.0,0.7762,29687906590.0,296879.0659,37735092.0,377.35092,5626232.0,56.26232,17976.0,0.17976,0.879014122727093,0.9141118981884941,63.6,62.2
66,extend,10000,True,zipfian,EXTEND,192840065,2022567496,821722154,816815553,316402001,6605424,315992752,0,0,0,681,44402,564349271,563799512,6550090788,11900321594,1153477271,170435791,23827101962332,28096711449,3720469961,80309608,0,0,0,0,1,698190,143.22748821953908,100000,6971.96555,401,858111,34303,70463,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7755217.0,77.55217,52699049.0,526.99049,23818163.0,238.18163,23736184.0,237.36184,9400998.0,94.00998,100154.0,1.00154,2878878.0,28.78878,70359.0,0.70359,4235198.0,42.35198,1059715.0,10.59715,75458.0,0.75458,29615344459.0,296153.44459,37771271.0,377.71271,5640454.0,56.40454,15530.0,0.1553,0.871717622045068,0.9129550388855064,63.1,73.6
67,extend,10000,True,zipfian,EXTEND,200815623,2076243032,845742396,840755604,325875259,6705556,325460520,0,0,0,681,44457,569150442,563911413,6554145499,11903237953,1154582392,170498777,23857061475389,28134755556,3726201930,80323222,0,0,0,0,1,689746,144.98090601467786,100000,6887.73513,405,764415,35007,71551,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7975558.0,79.75558,53675536.0,536.75536,24020242.0,240.20242,23940051.0,239.40051,9473258.0,94.73258,100132.0,1.00132,2916359.0,29.16359,111901.0,1.11901,4054711.0,40.54711,1105121.0,11.05121,62986.0,0.62986,29959513057.0,299595.13057,38044107.0,380.44107,5731969.0,57.31969,13614.0,0.13614,0.8706339582554691,0.9118092006286066,64.4,72.1
68,extend,10000,True,zipfian,EXTEND,208692680,2131183992,870425677,865356986,335676716,6805710,335256568,0,0,0,681,44514,574209017,563972068,6558112230,11906238156,1155699151,170561578,23888007956713,28173911051,3732126603,80338280,0,0,0,0,1,711862,140.4766654211069,100000,7109.06066,400,821759,35839,72703,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7877057.0,78.77057,54940960.0,549.4096,24683281.0,246.83281,24601382.0,246.01382,9801457.0,98.01457,100154.0,1.00154,3000203.0,30.00203,60655.0,0.60655,3966731.0,39.66731,1116759.0,11.16759,62801.0,0.62801,30946481324.0,309464.81324,39155495.0,391.55495,5924673.0,59.24673,15058.0,0.15058,0.8746051311998594,0.9108103933436711,63.8,76.3
69,extend,10000,True,zipfian,EXTEND,216552387,2185941167,894917962,889768222,345379995,6905842,344954397,0,0,0,681,44570,579422159,564028855,6562238226,11909222322,1156859565,170618925,23918889186703,28213036166,3738237577,80352816,0,0,0,0,1,701920,142.46637793480738,100000,7009.24605,394,770559,35039,73727,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7859707.0,78.59707,54757175.0,547.57175,24492285.0,244.92285,24411236.0,244.11236,9703279.0,97.03279,100132.0,1.00132,2984166.0,29.84166,56787.0,0.56787,4125996.0,41.25996,1160414.0,11.60414,57347.0,0.57347,30881229990.0,308812.2999,39125115.0,391.25115,6110974.0,61.10974,14536.0,0.14536,0.8744794255325584,0.9098634888574606,64.4,76.8
70,extend,10000,True,zipfian,EXTEND,224402946,2243573456,920521668,915290080,355517466,7005996,355086406,0,0,0,681,44630,585194588,564095214,6565973504,11912284579,1158052466,170660737,23951048345049,28253640044,3744350957,80369500,0,0,0,0,1,730532,136.88654295773492,100000,7295.01273,401,591871,37151,75007,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7850559.0,78.50559,57632289.0,576.32289,25603706.0,256.03706,25521858.0,255.21858,10137471.0,101.37471,100154.0,1.00154,3062257.0,30.62257,66359.0,0.66359,3735278.0,37.35278,1192901.0,11.92901,41812.0,0.41812,32159158346.0,321591.58346,40603878.0,406.03878,6113380.0,61.1338,16684.0,0.16684,0.8801127434164134,0.9090741119655162,64.3,79.1
71,extend,10000,True,zipfian,EXTEND,231634360,2299846825,946097495,940783183,365638269,7106150,365201952,0,0,0,681,44689,590271160,564169622,6570824678,11915390002,1159239555,170739100,23983126321423,28293716622,3750285788,80391323,0,0,0,0,1,735673,135.92995801123598,100000,7346.56405,392,875519,37567,75967,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7231414.0,72.31414,56273369.0,562.73369,25575827.0,255.75827,25493103.0,254.93103,10120803.0,101.20803,100154.0,1.00154,3105423.0,31.05423,74408.0,0.74408,4851174.0,48.51174,1187089.0,11.87089,78363.0,0.78363,32077976374.0,320779.76374,40076578.0,400.76578,5934831.0,59.34831,21823.0,0.21823,0.886128041725613,0.9084984864305835,63.9,69.9
72,extend,10000,True,zipfian,EXTEND,240234441,2357296439,971973318,966576202,375950584,7206304,375508949,0,0,0,681,44749,595578582,564231503,6575215743,11918577410,1160427401,170802120,24015946222885,28335045414,3756668880,80408464,0,0,0,0,1,749693,133.38793346076326,100000,7487.36467,378,709631,38655,76991,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,8600081.0,86.00081,57449614.0,574.49614,25875823.0,258.75823,25793019.0,257.93019,10312315.0,103.12315,100154.0,1.00154,3187408.0,31.87408,61881.0,0.61881,4391065.0,43.91065,1187846.0,11.87846,63020.0,0.6302,32819901462.0,328199.01462,41328792.0,413.28792,6383092.0,63.83092,17141.0,0.17141,0.8697937817880915,0.9075143079723464,64.1,68.8
73,extend,10000,True,zipfian,EXTEND,248691072,2414522074,998198028,992717311,386354124,7306469,385907244,0,0,0,681,44810,600553947,564390325,6579898267,11921793047,1161600754,170879807,24049039530486,28376558827,3762993853,80423738,0,0,0,0,1,777097,128.6840638942114,100000,7761.32827,414,884735,39071,77887,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,8456631.0,84.56631,57225635.0,572.25635,26224710.0,262.2471,26141109.0,261.41109,10403540.0,104.0354,100165.0,1.00165,3215637.0,32.15637,158822.0,1.58822,4682524.0,46.82524,1173353.0,11.73353,77687.0,0.77687,33093307601.0,330933.07601,41513413.0,415.13413,6324973.0,63.24973,15274.0,0.15274,0.8712494023881575,0.9066199142289755,62.6,72.6
74,extend,10000,True,zipfian,EXTEND,257500139,2472920178,1024709058,1019145537,396838237,7406623,396386120,0,0,0,681,44871,605864789,564502666,6584369115,11925038989,1162801310,170951872,24082548168210,28418497382,3769460987,80442486,0,0,0,0,1,762201,131.19898819340304,100000,7611.83602,417,734719,39423,79871,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,8809067.0,88.09067,58398104.0,583.98104,26511030.0,265.1103,26428226.0,264.28226,10484113.0,104.84113,100154.0,1.00154,3245942.0,32.45942,112341.0,1.12341,4470848.0,44.70848,1200556.0,12.00556,72065.0,0.72065,33508637724.0,335086.37724,41938555.0,419.38555,6467134.0,64.67134,18748.0,0.18748,0.868926680457953,0.9056921246165779,64.2,59.5
75,extend,10000,True,zipfian,EXTEND,266355424,2532212845,1051732404,1046084406,407588965,7506788,407131694,0,0,0,681,44934,611434113,564660486,6588804427,11928355944,1164084175,171006165,24116882753290,28461438265,3776077070,80457489,0,0,0,0,1,790689,126.4719757072629,100000,7896.80293,401,728063,40511,81087,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,8855285.0,88.55285,59292667.0,592.92667,27023346.0,270.23346,26938869.0,269.38869,10750728.0,107.50728,100165.0,1.00165,3316955.0,33.16955,157820.0,1.5782,4435312.0,44.35312,1282865.0,12.82865,54293.0,0.54293,34334585080.0,343345.8508,42940883.0,429.40883,6616083.0,66.16083,15003.0,0.15003,0.8700579439276473,0.9048243964778548,63.4,76.5
76,extend,10000,True,zipfian,EXTEND,274981776,2593809196,1079418186,1073686507,418566592,7606953,418104151,0,0,0,681,44998,617615631,564735193,6593139197,11931661827,1165411024,171056136,24152022517839,28505377648,3782925580,80471616,0,0,0,0,1,790836,126.4484671916807,100000,7898.10195,417,838143,41343,82367,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,8626352.0,86.26352,61596351.0,615.96351,27685782.0,276.85782,27602101.0,276.02101,10977627.0,109.77627,100165.0,1.00165,3305883.0,33.05883,74707.0,0.74707,4334770.0,43.3477,1326849.0,13.26849,49971.0,0.49971,35139764549.0,351397.64549,43939383.0,439.39383,6848510.0,68.4851,14127.0,0.14127,0.8771572207922558,0.9041471551312453,64.3,77.9
77,extend,10000,True,zipfian,EXTEND,282903480,2653194139,1107335919,1101518009,429658280,7707140,429190632,0,5,16236303,681,45062,622389906,564884781,6599468277,11935035056,1166733525,171197661,24187230452571,28548901144,3789262558,80489217,0,0,0,0,1,881401,113.45573694606657,100000,8804.02519,424,880639,42847,84031,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,7921704.0,79.21704,59384943.0,593.84943,27917733.0,279.17733,27831502.0,278.31502,11091688.0,110.91688,100187.0,1.00187,3373229.0,33.73229,149588.0,1.49588,6329080.0,63.2908,1322501.0,13.22501,141525.0,1.41525,35207934732.0,352079.34732,43523496.0,435.23496,6336978.0,63.36978,17601.0,0.17601,0.8823042841519055,0.9036464325404979,59.4,71.4
78,extend,10000,True,zipfian,EXTEND,293064618,2714747369,1135765265,1129862001,440956453,7807316,440483665,0,14,45703362,681,45128,628679824,564987381,6604820619,11938396632,1168145878,171259784,24223144239598,28593778429,3796091073,80509187,0,0,0,0,1,837296,119.43207658940209,100000,8362.56222,414,678911,43007,86015,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,10161138.0,101.61138,61553230.0,615.5323,28429346.0,284.29346,28343992.0,283.43992,11298173.0,112.98173,100176.0,1.00176,3361576.0,33.61576,102600.0,1.026,5352342.0,53.52342,1412353.0,14.12353,62123.0,0.62123,35913787027.0,359137.87027,44877285.0,448.77285,6828515.0,68.28515,19970.0,0.1997,0.8583109872766361,0.9025655129819788,62.0,80.6
79,extend,10000,True,zipfian,EXTEND,302116588,2778881339,1164282011,1158292517,452288940,7907492,451811074,0,24,78827427,681,45195,634907048,565094008,6610555899,11941792448,1169632525,171327995,24259311722143,28638961589,3803066034,80524505,0,0,0,0,1,848979,117.78854365066744,100000,8479.38705,423,628223,43967,87935,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,9051970.0,90.5197,64133970.0,641.3397,28516746.0,285.16746,28430516.0,284.30516,11332487.0,113.32487,100176.0,1.00176,3395816.0,33.95816,106627.0,1.06627,5735280.0,57.3528,1486647.0,14.86647,68211.0,0.68211,36167482545.0,361674.82545,45183160.0,451.8316,6974961.0,69.74961,15318.0,0.15318,0.8763154507546121,0.9019419697259666,61.8,80.6
80,extend,10000,True,zipfian,EXTEND,311857790,2845072580,1193294659,1187218059,463838049,8007668,463355237,0,34,112381506,681,45262,640508822,565164899,6616680381,11945323077,1171102422,171414249,24296377420641,28685341086,3810308116,80539602,0,0,0,0,1,874463,114.35589613282666,100000,8734.41265,407,834559,43615,86079,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,9741202.0,97.41202,66191241.0,661.91241,29012648.0,290.12648,28925542.0,289.25542,11549109.0,115.49109,100176.0,1.00176,3530629.0,35.30629,70891.0,0.70891,6124482.0,61.24482,1469897.0,14.69897,86254.0,0.86254,37065698498.0,370656.98498,46379497.0,463.79497,7242082.0,72.42082,15097.0,0.15097,0.8717122534830073,0.9012148658825186,62.2,72.6
81,extend,10000,True,zipfian,EXTEND,321976092,2908728481,1222598534,1216435704,475533988,8107844,475046061,0,44,146364600,681,45331,646253757,565253367,6621975853,11948897783,1172542793,171498317,24333971158120,28732172919,3817548499,80555779,0,0,0,0,1,875978,114.15811812625432,100000,8749.47553,426,834047,43935,87743,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,10118302.0,101.18302,63655901.0,636.55901,29303875.0,293.03875,29217645.0,292.17645,11695939.0,116.95939,100176.0,1.00176,3574706.0,35.74706,88468.0,0.88468,5295472.0,52.95472,1440371.0,14.40371,84068.0,0.84068,37593737479.0,375937.37479,46831833.0,468.31833,7240383.0,72.40383,16177.0,0.16177,0.8628476948778423,0.9003387388958886,62.7,75.5
82,extend,10000,True,zipfian,EXTEND,331844526,2971804800,1251806147,1245557087,487124590,8208020,486631612,0,54,180777042,681,45400,652012644,565340894,6627140168,11952460899,1173969585,171574063,24371447609861,28778684384,3824791695,80572564,0,0,0,0,1,855301,116.91790375552,100000,8542.82878,417,562687,43999,88639,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,9868434.0,98.68434,63076319.0,630.76319,29207613.0,292.07613,29121383.0,291.21383,11590602.0,115.90602,100176.0,1.00176,3563116.0,35.63116,87527.0,0.87527,5164315.0,51.64315,1426792.0,14.26792,75746.0,0.75746,37476451741.0,374764.51741,46511465.0,465.11465,7243196.0,72.43196,16785.0,0.16785,0.8647135867332363,0.8995521336395012,63.7,75.8
83,extend,10000,True,zipfian,EXTEND,341587945,3036119143,1281893465,1275557218,499104235,8308207,498606210,0,64,215604069,681,45471,657640136,565451934,6632697249,11956117176,1175418797,171677489,24409977517859,28826198159,3831864199,80589776,0,0,0,0,1,898720,111.26936086879115,100000,8976.91941,432,827391,45375,90047,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,9743419.0,97.43419,64314343.0,643.14343,30087318.0,300.87318,30000131.0,300.00131,11979645.0,119.79645,100187.0,1.00187,3656277.0,36.56277,111040.0,1.1104,5557081.0,55.57081,1449212.0,14.49212,103426.0,1.03426,38529907998.0,385299.07998,47513775.0,475.13775,7072504.0,70.72504,17212.0,0.17212,0.8684348711482802,0.8988698735264637,62.6,72.7
84,extend,10000,True,zipfian,EXTEND,352336148,3102531165,1312137684,1305714330,511214802,8408394,510711718,0,74,250860888,681,45543,663584334,565577571,6638277732,11959842037,1176888890,171758905,24449163564697,28874937270,3839546174,80607058,0,0,0,0,1,907748,110.16273238828396,100000,9067.11758,413,1824767,46143,91135,100000,big_4GB,4,postgresql_arrayjson_vacuum_notfull_bigcache_run4_zipfian_heavy_pure.csv,10748203.0,107.48203,66412022.0,664.12022,30244219.0,302.44219,30157112.0,301.57112,12110567.0,121.10567,100187.0,1.00187,3724861.0,37.24861,125637.0,1.25637,5580483.0,55.80483,1470093.0,14.70093,81416.0,0.81416,39186046838.0,391860.46838,48739111.0,487.39111,7681975.0,76.81975,17282.0,0.17282,0.8607028038085685,0.8980174588256322,63.0,62.1
