cache_profile,run,phase,window,n,p95_us_mean,p99_us_mean,avg_us_mean,throughput_mean,blks_read_per_op_mean,blks_hit_per_op_mean,delta_cache_hit_ratio_mean,cum_cache_hit_ratio_mean,wal_bytes_per_op_mean,buffers_alloc_per_op_mean,checkpoint_write_time_per_op_mean,tup_inserted_per_op_mean,tup_updated_per_op_mean,tup_fetched_per_op_mean,tup_returned_per_op_mean,first_epoch_p95_gt_1000us,first_epoch_p95_gt_2000us
small_128MB,1,extend,all_1_100,100,36206.13,62279.16,6924.703439,202.9273033864104,106.93868222222223,377.3195124242424,0.7877435807726066,0.8023014218203823,229920.79732252526,68.94637454545455,8.575260707070708,73.01463484848483,1.0014029292929292,185.39580464646463,186.21090050505052,1.0,2.0
small_128MB,1,reference,early_1_10,10,50.4,84.0,37.94562499999999,23320.309955539386,0.018228888888888888,3.007732222222222,0.9939758545386161,0.9950706344699217,24329.196193333333,10.837933333333332,1.4471333333333334,0.0,0.0,1.0127855555555554,1.249028888888889,,
small_128MB,1,reference,mid_45_55,11,50.45454545454545,132.27272727272728,41.813646363636366,21902.199161091627,0.021949090909090908,3.014677272727273,0.9927719626349435,0.993487574960271,220334.20733909094,68.68469999999999,7.941928181818182,0.0,0.0,1.0150772727272728,1.3674127272727274,,
small_128MB,1,reference,late_91_100,10,48.2,413.8,42.26580200000001,21077.92999731203,0.026577,3.024926,0.9912906410722663,0.9927587533709905,445937.49163199996,123.15114099999998,15.865471,0.0,0.0,1.0176839999999998,1.56043,,
small_128MB,1,reference,all_1_100,100,49.31,233.76,40.38748840000001,22117.895087547422,0.02237727272727273,3.0157933333333333,0.9926372289376237,0.9935719975441129,230093.03024686873,69.27306959595958,8.64212797979798,0.0,0.0,1.0152743434343434,1.3903585858585858,,
small_128MB,1,run,early_1_10,10,125.1,257.9,91.02366399999998,11405.663731768596,15.943032222222225,79.24776222222222,0.8501785318943473,0.9006608892830135,24329.196354444444,10.836928888888888,1.4471333333333334,8.34572111111111,1.0004277777777777,27.66422111111111,28.44562666666667,53.0,57.0
small_128MB,1,run,mid_45_55,11,869.9090909090909,2328.7272727272725,415.64609454545456,2475.011452368661,105.79178636363636,377.18810272727274,0.7810022516348197,0.7854983675646925,220334.20733909094,68.68283181818181,7.941928181818182,71.72148818181819,1.0012999999999999,183.06665545454544,183.84208909090913,53.0,57.0
small_128MB,1,run,late_91_100,10,4884.2,9572.6,1398.2054469999998,766.4244466964276,194.838884,660.414192,0.7721916013082818,0.7780595405856868,445937.49163199996,123.152693,15.865471,136.608229,1.002409,341.572279,342.524964,53.0,57.0
small_128MB,1,run,all_1_100,100,1779.52,3757.06,569.83861,3528.6838678802533,108.2750098989899,378.2421485858587,0.7844705875172435,0.798333729043904,230093.0302665657,69.27298313131313,8.64212797979798,73.01462414141413,1.0014051515151512,186.024185959596,186.84061202020195,53.0,57.0
small_128MB,2,avg-run,early_1_10,10,82.6,118.8,65.90777299999999,14962.912939593205,0.002258888888888889,7.007367777777778,0.9984495575419567,0.9998212048374475,24550.83339888889,11.015774444444444,1.4531611111111113,0.1791588888888889,0.0,2.1694088888888885,2.1694088888888885,82.0,82.0
small_128MB,2,avg-run,mid_45_55,11,310.54545454545456,423.6363636363636,278.23142,3547.8778976957938,0.20103,0.20589818181818179,0.7072636119951091,0.8799270691126589,219699.0356372727,69.00262818181818,7.82129090909091,0.049871818181818184,-1e-05,0.5264827272727273,0.52648,82.0,82.0
small_128MB,2,avg-run,late_91_100,10,604.1,853.8,496.68122300000005,1995.4954832103115,0.549216,0.20365899999999998,0.0487373214162191,0.7984293801291578,447565.715426,123.905656,14.881296,0.153148,0.0,1.760252,1.7611279999999998,82.0,82.0
small_128MB,2,avg-run,all_1_100,100,368.38,498.83,288.12697199999997,5147.188001131814,0.37102484848484857,1.2169863636363636,0.6440357492820509,0.8864452252717429,229686.0450512121,69.6064506060606,8.427792929292929,0.11723343434343433,1.1111111111111123e-06,1.3980351515151517,1.3983,82.0,82.0
small_128MB,2,clean-run,early_1_10,10,91.5,206.9,67.465796,14728.668730240044,0.00216,2.8991833333333332,0.9987938738313414,0.9995664526720238,24438.107463333334,11.002378888888888,1.4531611111111113,0.09040666666666668,0.0,0.9250844444444445,0.926058888888889,51.0,69.0
small_128MB,2,clean-run,mid_45_55,11,455.3636363636364,1339.2727272727273,284.35778,3525.8445178827515,0.08599363636363636,0.08723272727272725,0.7058070454947847,0.8815448526337805,219598.68180090908,68.88568272727274,7.806062727272728,0.04986181818181818,0.0,0.42681090909090913,0.4268081818181819,51.0,69.0
small_128MB,2,clean-run,late_91_100,10,3448.3,6770.6,838.0774809999999,1280.595323798123,0.25127999999999995,0.23318699999999998,0.4011446180024259,0.7944754660840255,447452.32476000005,123.58308300000002,14.817514,0.053161,0.0,0.4541760000000001,0.4559289999999999,51.0,69.0
small_128MB,2,clean-run,all_1_100,100,1075.73,2200.49,368.9638809,4865.74234256069,0.15916373737373735,0.5439487878787879,0.7081938627610753,0.8880511535802534,229577.0608638384,69.3930486868687,8.41343666666667,0.05764969696969696,0.0,0.5679877777777779,0.5682526262626262,51.0,69.0
small_128MB,2,extend,early_1_10,10,4332.3,7082.2,1785.8952020000002,580.9730885040326,14.070074444444444,76.54094444444445,0.8647189638252111,0.9099751547971942,24126.575824444444,9.779895555555555,1.3901377777777777,8.288875555555556,1.0004522222222223,26.555283333333332,27.33819222222222,1.0,2.0
small_128MB,2,extend,mid_45_55,11,39053.545454545456,60560.454545454544,6396.849622727273,156.81183710012834,106.19105818181816,378.68791727272725,0.7816107529752817,0.7891653659305256,219427.2756218182,68.46394636363638,7.688732727272727,71.63261272727273,1.0012963636363634,182.44989727272727,183.22418909090908,1.0,2.0
small_128MB,2,extend,late_91_100,10,59653.4,110475.8,11981.888195000001,83.47108399954939,193.622231,657.062154,0.7724906216597833,0.7801297241771447,447286.62315400003,123.25063599999999,14.739645999999999,136.824534,1.002343,341.258808,342.209163,1.0,2.0
small_128MB,2,extend,all_1_100,100,34119.57,59423.72,6718.878542200002,210.07415450039076,106.60546141414143,376.65064414141415,0.7882037164652281,0.8028470836885425,229298.5830836364,68.87203656565657,8.348415050505052,72.82205171717173,1.0013718181818179,184.91742181818185,185.73450252525248,1.0,2.0
small_128MB,2,reference,early_1_10,10,46.3,77.5,35.319948999999994,25561.502483727705,0.018222222222222223,3.0079800000000003,0.9939785419409896,0.9944145950019049,24319.04097555556,10.887813333333334,1.3901377777777777,0.0,7.777777777777777e-06,1.0130244444444445,1.2482944444444444,,
small_128MB,2,reference,mid_45_55,11,46.90909090909091,243.72727272727272,38.73119,23529.84387469542,0.021878181818181817,3.0138036363636362,0.9927930336969853,0.9934837861697215,219490.9834109091,68.71892181818183,7.790648181818182,0.0,0.0,1.0146536363636365,1.3677854545454546,,
small_128MB,2,reference,late_91_100,10,47.7,389.0,41.989115,21434.726882206633,0.026106,3.0246439999999994,0.9914427887392583,0.9928090080067689,447332.37087899994,123.426814,14.801479,0.0,0.0,1.017706,1.5438079999999998,,
small_128MB,2,reference,all_1_100,100,46.93,244.85,38.6737612,23503.231065962842,0.02212717171717172,3.015332323232323,0.9927174613802264,0.9934997315681067,229464.30067282828,69.20274070707069,8.41183,0.0,7.07070707070707e-07,1.0150664646464647,1.3865146464646465,,
small_128MB,2,run,early_1_10,10,112.7,234.7,84.088313,12523.007139741541,15.941063333333338,79.48431444444445,0.8500401353299484,0.9000702476040268,24319.04114555556,10.880675555555557,1.3901377777777777,8.289533333333333,1.0004644444444444,27.63688333333333,28.42174,49.0,56.0
small_128MB,2,run,mid_45_55,11,982.7272727272727,2469.7272727272725,405.6589527272727,2492.5623076829925,106.39471545454545,378.9058636363636,0.7808283103640399,0.78617586859204,219490.9834109091,68.71484363636363,7.790648181818182,71.63261454545454,1.0013063636363635,183.02924272727276,183.80454636363635,49.0,56.0
small_128MB,2,run,late_91_100,10,4099.8,8525.8,1077.554099,932.5951754520513,193.34906099999998,657.2079339999999,0.7726634240311334,0.778531992253026,447332.37087899994,123.43086600000001,14.801479,136.824534,1.0023430000000002,341.82347200000004,342.774623,49.0,56.0
small_128MB,2,run,all_1_100,100,1709.15,3693.73,524.6644077,3753.8526380043895,107.69949707070707,377.3813426262626,0.7848982831673138,0.7986739210045799,229464.30068828285,69.20272282828282,8.41183,72.82204101010102,1.0013740404040403,185.5613808080808,186.3797757575758,49.0,56.0
