Epoch,Phase,Operation,metric,source
3,avg-run,READ,1075998338.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
4,avg-run,READ,1516431743.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
5,avg-run,READ,1963881426.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
6,avg-run,READ,2439751358.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
7,avg-run,READ,2906786624.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
8,avg-run,READ,3440856604.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
9,avg-run,READ,3799954728.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
10,avg-run,READ,4328438329.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
11,avg-run,READ,4871204582.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
12,avg-run,READ,5186428186.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
13,avg-run,READ,5691259782.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
14,avg-run,READ,6199830117.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
15,avg-run,READ,6608926252.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
16,avg-run,READ,7046843271.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
17,avg-run,READ,7397164991.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
18,avg-run,READ,7890527134.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
19,avg-run,READ,8289047401.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
20,avg-run,READ,8725672972.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
21,avg-run,READ,9101153213.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
22,avg-run,READ,9630487620.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
23,avg-run,READ,9984813707.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
24,avg-run,READ,10267991626.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
25,avg-run,READ,10673268317.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
26,avg-run,READ,11304637753.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
27,avg-run,READ,11551750996.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
28,avg-run,READ,12071425718.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
29,avg-run,READ,12418223635.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
30,avg-run,READ,13091829394.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
31,avg-run,READ,13538281946.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
32,avg-run,READ,13660695546.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
33,avg-run,READ,14332965698.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
34,avg-run,READ,14795461721.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
35,avg-run,READ,15262427399.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
36,avg-run,READ,15675239464.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
37,avg-run,READ,15931421179.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
38,avg-run,READ,16456328756.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
39,avg-run,READ,17054380232.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
40,avg-run,READ,17365626221.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
41,avg-run,READ,17690703029.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
42,avg-run,READ,18257095351.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
43,avg-run,READ,18686847030.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
44,avg-run,READ,19558325299.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
45,avg-run,READ,19828248921.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
46,avg-run,READ,20226081709.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
47,avg-run,READ,20483409969.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
48,avg-run,READ,21465798771.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
49,avg-run,READ,21668561555.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
50,avg-run,READ,21787768976.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
51,avg-run,READ,22294335829.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
52,avg-run,READ,23063405635.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
53,avg-run,READ,23465201313.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
54,avg-run,READ,23847720679.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
55,avg-run,READ,24436724337.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
56,avg-run,READ,25379240891.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
57,avg-run,READ,25538952511.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
58,avg-run,READ,25651173066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
59,avg-run,READ,26334924896.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
60,avg-run,READ,27046859657.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
61,avg-run,READ,27255024303.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
62,avg-run,READ,27500489968.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
63,avg-run,READ,28395001099.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
64,avg-run,READ,28664045752.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
65,avg-run,READ,28895651064.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
66,avg-run,READ,29663789084.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
67,avg-run,READ,30240638245.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
68,avg-run,READ,30690872010.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
69,avg-run,READ,31648208178.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
70,avg-run,READ,31759830682.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
71,avg-run,READ,31894648795.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
72,avg-run,READ,32702865791.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
73,avg-run,READ,33579304449.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
74,avg-run,READ,33801293503.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
75,avg-run,READ,34376165879.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
76,avg-run,READ,34082050465.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
77,avg-run,READ,35502156093.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
78,avg-run,READ,35929480139.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
79,avg-run,READ,36149616437.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
80,avg-run,READ,36826069027.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
81,avg-run,READ,37501938688.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
82,avg-run,READ,37708491312.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
83,avg-run,READ,38502399142.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
84,avg-run,READ,38892289450.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
85,avg-run,READ,39618067179.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
86,avg-run,READ,39629168298.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
87,avg-run,READ,40483380777.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
88,avg-run,READ,41307238088.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
89,avg-run,READ,41097895547.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
90,avg-run,READ,42472245629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
91,avg-run,READ,41894177866.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
92,avg-run,READ,42587114872.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
93,avg-run,READ,43505260651.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
94,avg-run,READ,43491664812.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
95,avg-run,READ,44249987028.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
96,avg-run,READ,45228241445.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
97,avg-run,READ,45461219080.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
98,avg-run,READ,46028002323.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
99,avg-run,READ,45995584002.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
100,avg-run,READ,46545792812.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
2,clean-run,READ,704571500.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
3,clean-run,READ,1062685414.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
4,clean-run,READ,1504712154.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
5,clean-run,READ,1954849225.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
6,clean-run,READ,2428242887.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
7,clean-run,READ,2896787187.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
8,clean-run,READ,3430863581.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
9,clean-run,READ,3788439798.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
10,clean-run,READ,4318450492.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
11,clean-run,READ,4861267150.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
12,clean-run,READ,5176428110.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
13,clean-run,READ,5681198128.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
14,clean-run,READ,6189833596.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
15,clean-run,READ,6598918084.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
16,clean-run,READ,7036909640.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
17,clean-run,READ,7387164991.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
18,clean-run,READ,7879076548.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
19,clean-run,READ,8265737841.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
20,clean-run,READ,8715672988.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
21,clean-run,READ,9091153217.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
22,clean-run,READ,9620417906.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
23,clean-run,READ,9974451178.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
24,clean-run,READ,10258088786.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
25,clean-run,READ,10663274028.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
26,clean-run,READ,11294669939.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
27,clean-run,READ,11541774998.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
28,clean-run,READ,12061449343.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
29,clean-run,READ,12408241839.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
30,clean-run,READ,13081852802.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
31,clean-run,READ,13525284277.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
32,clean-run,READ,13650703323.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
33,clean-run,READ,14322995015.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
34,clean-run,READ,14785303633.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
35,clean-run,READ,15252606676.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
36,clean-run,READ,15665255511.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
37,clean-run,READ,15921437222.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
38,clean-run,READ,16446302178.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
39,clean-run,READ,17030098900.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
40,clean-run,READ,17355674404.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
41,clean-run,READ,17680693889.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
42,clean-run,READ,18247119738.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
43,clean-run,READ,18676851111.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
44,clean-run,READ,19548344506.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
45,clean-run,READ,19818245487.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
46,clean-run,READ,20216134172.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
47,clean-run,READ,20473389477.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
48,clean-run,READ,21455534618.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
49,clean-run,READ,21658174462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
50,clean-run,READ,21778472204.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
51,clean-run,READ,22284415780.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
52,clean-run,READ,23053591792.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
53,clean-run,READ,23454604130.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
54,clean-run,READ,23838225533.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
55,clean-run,READ,24426969494.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
56,clean-run,READ,25368500135.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
57,clean-run,READ,25530054606.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
58,clean-run,READ,25640276262.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
59,clean-run,READ,26311268558.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
60,clean-run,READ,27037769734.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
61,clean-run,READ,27244490285.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
62,clean-run,READ,27490179699.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
63,clean-run,READ,28385968592.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
64,clean-run,READ,28653802960.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
65,clean-run,READ,28884152033.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
66,clean-run,READ,29654584758.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
67,clean-run,READ,30231504344.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
68,clean-run,READ,30681798060.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
69,clean-run,READ,31638497443.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
70,clean-run,READ,31749094747.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
71,clean-run,READ,31883653626.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
72,clean-run,READ,32694917518.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
73,clean-run,READ,33565039781.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
74,clean-run,READ,33795195221.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
75,clean-run,READ,34366411726.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
76,clean-run,READ,34070998827.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
77,clean-run,READ,35488741246.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
78,clean-run,READ,35919480773.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
79,clean-run,READ,36126080456.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
80,clean-run,READ,36816084010.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
81,clean-run,READ,37491855996.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
82,clean-run,READ,37698606286.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
83,clean-run,READ,38492146482.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
84,clean-run,READ,38882350439.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
85,clean-run,READ,39608035848.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
86,clean-run,READ,39618980546.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
87,clean-run,READ,40473400653.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
88,clean-run,READ,41296965136.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
89,clean-run,READ,41087449200.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
90,clean-run,READ,42461980533.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
91,clean-run,READ,41882995658.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
92,clean-run,READ,42577907536.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
93,clean-run,READ,43495980856.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
94,clean-run,READ,43479633960.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
95,clean-run,READ,44239475719.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
96,clean-run,READ,45217595806.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
97,clean-run,READ,45450434044.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
98,clean-run,READ,46020458557.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
99,clean-run,READ,45970470168.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
100,clean-run,READ,46534914965.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
2,extend,EXTEND,692993197.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
3,extend,EXTEND,1039581869.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
4,extend,EXTEND,1498129359.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
5,extend,EXTEND,1920872903.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
6,extend,EXTEND,2424072402.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
7,extend,EXTEND,2798725233.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
8,extend,EXTEND,3392073952.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
9,extend,EXTEND,3817098465.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
10,extend,EXTEND,4275139583.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
11,extend,EXTEND,4924385766.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
12,extend,EXTEND,4990071433.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
13,extend,EXTEND,5623408422.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
14,extend,EXTEND,6195956115.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
15,extend,EXTEND,6647867042.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
16,extend,EXTEND,6961755795.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
17,extend,EXTEND,7257935536.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
18,extend,EXTEND,7913785716.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
19,extend,EXTEND,8209956788.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
20,extend,EXTEND,8759575604.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
21,extend,EXTEND,8930667656.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
22,extend,EXTEND,9640099762.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
23,extend,EXTEND,9924951234.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
24,extend,EXTEND,10210360139.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
25,extend,EXTEND,10607862389.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
26,extend,EXTEND,11327483843.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
27,extend,EXTEND,11503733991.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
28,extend,EXTEND,12115994141.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
29,extend,EXTEND,12131155083.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
30,extend,EXTEND,13253867101.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
31,extend,EXTEND,13256773850.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
32,extend,EXTEND,14000705366.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
33,extend,EXTEND,14029506694.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
34,extend,EXTEND,14995076963.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
35,extend,EXTEND,14877783815.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
36,extend,EXTEND,15702523211.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
37,extend,EXTEND,16224615620.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
38,extend,EXTEND,16304367244.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
39,extend,EXTEND,16791773920.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
40,extend,EXTEND,17349357562.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
41,extend,EXTEND,17748381653.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
42,extend,EXTEND,18172862170.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
43,extend,EXTEND,18776021082.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
44,extend,EXTEND,19318270164.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
45,extend,EXTEND,20013576567.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
46,extend,EXTEND,19966652493.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
47,extend,EXTEND,20707988717.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
48,extend,EXTEND,21206366810.0,postgresql_arrayjson_vacuum_notfull_bigcache_run5_zipfian_heavy_pure
