Epoch,Phase,Operation,metric,source
5,avg-run,READ,1979523010.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
6,avg-run,READ,2471634518.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
7,avg-run,READ,2896745275.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
8,avg-run,READ,3304884842.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
9,avg-run,READ,3857254641.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
10,avg-run,READ,4293284296.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
11,avg-run,READ,4741215784.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
12,avg-run,READ,5250700132.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
13,avg-run,READ,5709092665.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
14,avg-run,READ,6011179026.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
15,avg-run,READ,6506236425.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
16,avg-run,READ,6935057103.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
17,avg-run,READ,7333590645.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
18,avg-run,READ,7740326898.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
19,avg-run,READ,8029757807.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
20,avg-run,READ,8599108672.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
21,avg-run,READ,8949695744.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
22,avg-run,READ,9379693902.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
23,avg-run,READ,10051916336.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
24,avg-run,READ,10474564396.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
25,avg-run,READ,10784291084.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
26,avg-run,READ,11313133503.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
27,avg-run,READ,11646542834.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
28,avg-run,READ,11942623834.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
29,avg-run,READ,12572582472.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
30,avg-run,READ,12940727259.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
31,avg-run,READ,13468087801.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
32,avg-run,READ,13843664941.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
33,avg-run,READ,14169463028.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
34,avg-run,READ,14794782404.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
35,avg-run,READ,15275275376.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
36,avg-run,READ,15867985098.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
37,avg-run,READ,15933970766.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
38,avg-run,READ,16518616261.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
39,avg-run,READ,17400492852.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
40,avg-run,READ,17084893432.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
41,avg-run,READ,17607741238.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
42,avg-run,READ,18200628058.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
43,avg-run,READ,18710975412.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
44,avg-run,READ,19364143948.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
45,avg-run,READ,19746165819.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
46,avg-run,READ,20201328229.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
47,avg-run,READ,20489453355.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
48,avg-run,READ,21176925749.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
49,avg-run,READ,21665979813.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
50,avg-run,READ,22193361732.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
51,avg-run,READ,22543792411.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
52,avg-run,READ,22971930357.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
53,avg-run,READ,23738795408.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
54,avg-run,READ,24069608926.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
55,avg-run,READ,24559868056.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
56,avg-run,READ,24955575807.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
57,avg-run,READ,25383420642.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
58,avg-run,READ,25741709150.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
59,avg-run,READ,26017523971.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
60,avg-run,READ,26754068707.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
61,avg-run,READ,27065750530.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
62,avg-run,READ,27374069555.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
63,avg-run,READ,27987085707.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
64,avg-run,READ,29047159708.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
65,avg-run,READ,29110036473.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
66,avg-run,READ,29755849660.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
67,avg-run,READ,30152578348.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
68,avg-run,READ,30785852573.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
69,avg-run,READ,31495738149.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
70,avg-run,READ,31718919669.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
71,avg-run,READ,32362130590.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
72,avg-run,READ,32505906525.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
73,avg-run,READ,33281878963.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
74,avg-run,READ,33588585517.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
75,avg-run,READ,34298908714.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
76,avg-run,READ,34668192543.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
77,avg-run,READ,35384330245.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
78,avg-run,READ,35648349698.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
79,avg-run,READ,36620451405.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
80,avg-run,READ,36363011215.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
81,avg-run,READ,36927152562.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
82,avg-run,READ,37312514996.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
83,avg-run,READ,38036739752.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
84,avg-run,READ,38328352795.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
85,avg-run,READ,39203920799.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
86,avg-run,READ,39844459176.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
87,avg-run,READ,40167281191.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
88,avg-run,READ,40635954873.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
89,avg-run,READ,41309319486.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
90,avg-run,READ,41326254401.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
91,avg-run,READ,42010443248.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
92,avg-run,READ,43175184274.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
93,avg-run,READ,42948200895.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
94,avg-run,READ,44308322838.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
95,avg-run,READ,44193226040.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
96,avg-run,READ,44763875868.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
97,avg-run,READ,45307388102.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
98,avg-run,READ,46162094889.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
99,avg-run,READ,46626343110.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
100,avg-run,READ,46738710904.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
2,clean-run,READ,695023905.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
3,clean-run,READ,1085884591.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
4,clean-run,READ,1487849978.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
5,clean-run,READ,1969527982.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
6,clean-run,READ,2460182390.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
7,clean-run,READ,2886733015.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
8,clean-run,READ,3294899143.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
9,clean-run,READ,3845818460.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
10,clean-run,READ,4283284320.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
11,clean-run,READ,4731215764.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
12,clean-run,READ,5240700132.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
13,clean-run,READ,5699027074.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
14,clean-run,READ,6001244617.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
15,clean-run,READ,6496236425.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
16,clean-run,READ,6925057123.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
17,clean-run,READ,7323590625.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
18,clean-run,READ,7728876342.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
19,clean-run,READ,8006448233.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
20,clean-run,READ,8589108618.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
21,clean-run,READ,8939695828.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
22,clean-run,READ,9369693713.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
23,clean-run,READ,10041477824.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
24,clean-run,READ,10461705407.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
25,clean-run,READ,10774303906.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
26,clean-run,READ,11302994920.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
27,clean-run,READ,11636488030.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
28,clean-run,READ,11932682182.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
29,clean-run,READ,12562064804.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
30,clean-run,READ,12930949972.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
31,clean-run,READ,13458601011.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
32,clean-run,READ,13833687114.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
33,clean-run,READ,14159470596.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
34,clean-run,READ,14784802183.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
35,clean-run,READ,15265282828.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
36,clean-run,READ,15858138593.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
37,clean-run,READ,15923783919.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
38,clean-run,READ,16508691462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
39,clean-run,READ,17376198943.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
40,clean-run,READ,17075157982.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
41,clean-run,READ,17598150504.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
42,clean-run,READ,18190695356.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
43,clean-run,READ,18700824351.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
44,clean-run,READ,19354412439.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
45,clean-run,READ,19735371016.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
46,clean-run,READ,20191576933.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
47,clean-run,READ,20480938471.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
48,clean-run,READ,21167520273.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
49,clean-run,READ,21654781127.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
50,clean-run,READ,22184614594.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
51,clean-run,READ,22532305944.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
52,clean-run,READ,22960394182.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
53,clean-run,READ,23730468314.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
54,clean-run,READ,24057770145.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
55,clean-run,READ,24549872556.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
56,clean-run,READ,24945589557.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
57,clean-run,READ,25373431971.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
58,clean-run,READ,25731726492.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
59,clean-run,READ,25995689736.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
60,clean-run,READ,26741095594.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
61,clean-run,READ,27055756131.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
62,clean-run,READ,27364071964.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
63,clean-run,READ,27976831630.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
64,clean-run,READ,29036836649.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
65,clean-run,READ,29100652994.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
66,clean-run,READ,29745844952.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
67,clean-run,READ,30142601581.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
68,clean-run,READ,30775213321.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
69,clean-run,READ,31485779647.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
70,clean-run,READ,31707709468.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
71,clean-run,READ,32353962110.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
72,clean-run,READ,32495635557.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
73,clean-run,READ,33270041375.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
74,clean-run,READ,33579721573.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
75,clean-run,READ,34283289746.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
76,clean-run,READ,34660481908.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
77,clean-run,READ,35377674725.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
78,clean-run,READ,35637331800.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
79,clean-run,READ,36597359816.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
80,clean-run,READ,36347690320.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
81,clean-run,READ,36920743660.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
82,clean-run,READ,37302886244.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
83,clean-run,READ,38022375868.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
84,clean-run,READ,38323207367.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
85,clean-run,READ,39195870968.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
86,clean-run,READ,39834615162.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
87,clean-run,READ,40157055843.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
88,clean-run,READ,40620955034.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
89,clean-run,READ,41305018964.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
90,clean-run,READ,41315894240.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
91,clean-run,READ,42000935644.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
92,clean-run,READ,43155949027.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
93,clean-run,READ,42938988547.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
94,clean-run,READ,44305145406.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
95,clean-run,READ,44184475246.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
96,clean-run,READ,44754421090.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
97,clean-run,READ,45295615148.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
98,clean-run,READ,46152101380.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
99,clean-run,READ,46601556864.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
100,clean-run,READ,46728372353.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
2,extend,EXTEND,682502917.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
3,extend,EXTEND,1071228237.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
4,extend,EXTEND,1472235941.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
5,extend,EXTEND,1916175712.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
6,extend,EXTEND,2433473185.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
7,extend,EXTEND,2823060765.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
8,extend,EXTEND,3321264629.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
9,extend,EXTEND,3756539608.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
10,extend,EXTEND,4293393856.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
11,extend,EXTEND,4726845079.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
12,extend,EXTEND,5085855784.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
13,extend,EXTEND,5736708330.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
14,extend,EXTEND,6004013968.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
15,extend,EXTEND,6505345333.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
16,extend,EXTEND,6769878774.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
17,extend,EXTEND,7259807703.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
18,extend,EXTEND,7754440007.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
19,extend,EXTEND,7944952626.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
20,extend,EXTEND,8574816027.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
21,extend,EXTEND,8857765370.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
22,extend,EXTEND,9444896096.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
23,extend,EXTEND,9971279039.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
24,extend,EXTEND,10514441843.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
25,extend,EXTEND,10620735870.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
26,extend,EXTEND,11258966068.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
27,extend,EXTEND,11591169597.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
28,extend,EXTEND,11895807466.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
29,extend,EXTEND,12616013066.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
30,extend,EXTEND,12817573632.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
31,extend,EXTEND,13530848202.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
32,extend,EXTEND,13947625813.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
33,extend,EXTEND,14041479760.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
34,extend,EXTEND,14816775387.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
35,extend,EXTEND,15086986141.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
36,extend,EXTEND,15790696749.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
37,extend,EXTEND,16003934004.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
38,extend,EXTEND,16530137308.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
39,extend,EXTEND,17250249296.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
40,extend,EXTEND,17107595197.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
41,extend,EXTEND,17471669462.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
42,extend,EXTEND,18208450088.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
43,extend,EXTEND,18550873700.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
44,extend,EXTEND,19388172719.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
45,extend,EXTEND,19677442454.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
46,extend,EXTEND,20201437261.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
47,extend,EXTEND,20495069165.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
48,extend,EXTEND,21137119380.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
49,extend,EXTEND,21612974178.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
50,extend,EXTEND,22112812413.0,postgresql_arrayjson_vacuum_notfull_bigcache_run6_zipfian_heavy_pure
