Epoch,source,run_quartile,n,rate_pct,latency_p50_us,latency_p95_us,key_p50_bytes,key_p95_bytes
69,slow_sample,q1,3302,13.208,1447.0,6453.449999999998,80663.5,397900.0
69,slow_sample,q2,1841,7.364,1410.0,10557.0,129106.0,1121557.0
69,slow_sample,q3,1604,6.4159999999999995,1375.0,10832.949999999983,145453.0,1173298.0
69,slow_sample,q4,1491,5.9639999999999995,1383.0,9162.5,150856.0,1067373.0
70,slow_sample,q1,5561,22.244,1531.0,5248.0,62419.0,248617.0
70,slow_sample,q2,1772,7.088,1455.0,14919.399999999878,132089.0,851348.4499999988
70,slow_sample,q3,1490,5.96,1367.5,9939.049999999992,152829.0,1172078.0
70,slow_sample,q4,1459,5.836,1389.0,9819.49999999999,156570.0,1173101.899999999
71,slow_sample,q1,6541,26.163999999999998,1736.0,5754.0,61616.0,229412.0
71,slow_sample,q2,1900,7.6,1439.5,14519.599999999991,125027.5,1018571.0
71,slow_sample,q3,1611,6.444,1378.0,10840.0,146770.0,1192561.0
71,slow_sample,q4,1592,6.368,1365.0,9802.899999999978,148566.5,1167291.1999999979
72,slow_sample,q1,5423,21.692,1504.0,4926.699999999999,64699.0,254532.0
72,slow_sample,q2,1939,7.756,1413.0,10491.49999999998,129663.0,1135172.0
72,slow_sample,q3,1632,6.5280000000000005,1365.5,9366.399999999976,152741.0,1175101.399999999
72,slow_sample,q4,1526,6.104,1397.0,9869.5,158220.0,1202825.0
73,slow_sample,q1,7295,29.18,1857.0,6189.699999999993,61402.0,211805.29999999978
73,slow_sample,q2,2150,8.6,1480.0,16130.749999999998,128204.0,877998.6999999994
73,slow_sample,q3,1701,6.804,1384.0,9573.0,150312.0,1151578.0
73,slow_sample,q4,1648,6.5920000000000005,1371.0,9643.899999999996,152807.0,1151578.0
74,slow_sample,q1,5988,23.952,1711.5,6052.349999999993,66558.0,241737.0
74,slow_sample,q2,2072,8.288,1470.0,19224.149999999983,130714.5,898242.8499999996
74,slow_sample,q3,1696,6.784,1360.0,9947.0,150228.0,1250607.0
74,slow_sample,q4,1665,6.660000000000001,1349.0,11010.999999999993,144496.0,1259842.0
75,slow_sample,q1,3980,15.920000000000002,1407.0,6341.099999999978,82241.0,419594.44999999827
75,slow_sample,q2,2154,8.616,1399.0,8409.849999999988,130960.0,911471.0
75,slow_sample,q3,1772,7.088,1376.0,10420.949999999993,142634.0,1221008.0
75,slow_sample,q4,1750,7.000000000000001,1331.0,9794.199999999997,141909.5,1165096.0
76,slow_sample,q1,4921,19.683999999999997,1552.0,6140.0,74380.0,273355.0
76,slow_sample,q2,2297,9.188,1366.0,8357.399999999987,128697.0,922329.0
76,slow_sample,q3,1864,7.456,1349.0,9691.949999999979,137784.0,1170616.0
76,slow_sample,q4,1728,6.912,1331.5,8529.799999999974,143454.0,925537.0
77,slow_sample,q1,3505,14.02,1459.0,6568.599999999995,92468.0,342604.3999999945
77,slow_sample,q2,2158,8.632,1394.0,9889.45,130789.0,854707.0
77,slow_sample,q3,1960,7.84,1311.0,9532.149999999996,137415.0,1104301.0
77,slow_sample,q4,1875,7.5,1324.0,9387.599999999988,139612.0,1098722.0
78,slow_sample,q1,3958,15.831999999999999,1426.0,6070.399999999987,84302.0,313434.14999999263
78,slow_sample,q2,2269,9.075999999999999,1400.0,10146.799999999977,129798.0,888752.5999999967
78,slow_sample,q3,1911,7.643999999999999,1354.0,8209.5,140134.0,944734.0
78,slow_sample,q4,1907,7.628,1339.0,10641.999999999989,143225.0,1229804.0
79,slow_sample,q1,5412,21.648,1631.0,6724.199999999997,75855.5,269668.1999999996
79,slow_sample,q2,2390,9.56,1414.5,12706.799999999996,131297.0,980364.2999999917
79,slow_sample,q3,1966,7.864,1332.0,9415.0,140226.5,1126539.0
79,slow_sample,q4,1995,7.9799999999999995,1310.0,10307.099999999995,139613.0,1283154.0
80,slow_sample,q1,5328,21.312,1596.0,6898.1999999999825,75733.5,271455.0499999996
80,slow_sample,q2,2511,10.044,1418.0,17718.0,129370.0,1017637.0
80,slow_sample,q3,2035,8.14,1317.0,10467.4,139968.0,1264577.0
80,slow_sample,q4,1972,7.888000000000001,1323.5,10596.049999999992,141215.0,1300889.749999999
81,slow_sample,q1,6310,25.240000000000002,1639.0,7549.499999999993,72197.5,248096.0
81,slow_sample,q2,2426,9.704,1459.5,9946.25,130960.0,669844.0
81,slow_sample,q3,2161,8.644,1337.0,9398.0,140773.0,1028707.0
81,slow_sample,q4,2097,8.388,1318.0,10008.399999999998,142930.0,1243434.0
82,slow_sample,q1,6923,27.692,1636.0,7043.999999999989,72306.0,250889.8
82,slow_sample,q2,2638,10.552,1338.0,7098.000000000002,127157.0,504609.0
82,slow_sample,q3,2302,9.208,1271.5,8648.349999999922,135839.0,1000078.249999999
82,slow_sample,q4,2256,9.024000000000001,1310.0,7957.75,141200.0,974722.0
83,slow_sample,q1,8255,33.019999999999996,2120.0,8152.899999999998,69917.0,238006.0
83,slow_sample,q2,2776,11.104,1383.0,7601.0,127423.0,661913.0
83,slow_sample,q3,2277,9.107999999999999,1298.0,7825.99999999997,139384.0,970239.0
83,slow_sample,q4,2267,9.068,1292.0,7501.199999999997,139259.0,923542.1999999997
84,slow_sample,q1,7658,30.631999999999998,1833.5,6446.299999999999,71678.5,236068.0
84,slow_sample,q2,2752,11.008,1412.0,12904.199999999997,128917.0,910618.0
84,slow_sample,q3,2301,9.203999999999999,1280.0,6558.0,139313.0,693536.0
84,slow_sample,q4,2215,8.86,1296.0,9654.499999999985,142591.0,1064828.0
85,slow_sample,q1,8930,35.72,2265.0,8148.349999999988,71157.5,233293.0
85,slow_sample,q2,3027,12.107999999999999,1364.0,7648.699999999998,125130.0,621228.0
85,slow_sample,q3,2553,10.212,1298.0,7639.000000000001,136813.0,919569.8000000003
85,slow_sample,q4,2485,9.94,1299.0,5991.199999999871,138909.0,697982.5999999937
86,slow_sample,q1,7132,28.528,1746.0,6311.5499999999965,75839.0,274922.0
86,slow_sample,q2,3126,12.504000000000001,1366.5,7595.75,126424.0,710805.0
86,slow_sample,q3,2474,9.896,1285.0,8092.749999999991,138227.0,960012.0
86,slow_sample,q4,2473,9.892,1284.0,6230.400000000003,141752.0,779237.0
87,slow_sample,q1,7197,28.788000000000004,1848.0,7403.199999999998,75816.0,257817.0
87,slow_sample,q2,2981,11.924,1353.0,7160.0,130100.0,515054.0
87,slow_sample,q3,2569,10.276,1293.0,7847.399999999999,139133.0,944378.0
87,slow_sample,q4,2444,9.776,1299.0,8558.899999999998,145485.0,1057790.0
88,slow_sample,q1,6256,25.024,1685.0,8680.0,83075.0,285856.0
88,slow_sample,q2,3156,12.623999999999999,1330.0,6358.75,127931.0,479779.0
88,slow_sample,q3,2661,10.644,1293.0,7709.0,138000.0,973684.0
88,slow_sample,q4,2664,10.656,1290.0,8128.999999999987,141205.0,973684.0
89,slow_sample,q1,6188,24.752,1598.5,6853.549999999997,86508.0,289139.0
89,slow_sample,q2,3253,13.012,1326.0,10387.999999999975,124467.0,458398.0
89,slow_sample,q3,2830,11.32,1295.5,7636.999999999967,138953.5,961908.0
89,slow_sample,q4,2770,11.08,1275.5,6477.599999999969,136018.0,804272.0
90,slow_sample,q1,3535,14.14,1326.0,5674.699999999995,123725.0,521002.2999999984
90,slow_sample,q2,2898,11.591999999999999,1283.5,6088.850000000011,134027.5,493663.0000000006
90,slow_sample,q3,2761,11.044,1273.0,4711.0,137732.0,525063.0
90,slow_sample,q4,2708,10.832,1296.0,6347.450000000017,140957.5,721182.0
91,slow_sample,q1,3856,15.424,1297.0,4126.5,118064.5,339606.0
91,slow_sample,q2,3077,12.308,1281.0,7287.199999999997,134297.0,486326.0
91,slow_sample,q3,2869,11.476,1281.0,5114.799999999998,138270.0,552238.999999998
91,slow_sample,q4,2693,10.772,1279.0,6231.800000000003,141274.0,821945.0
92,slow_sample,q1,4425,17.7,1317.0,4464.0,111121.0,345560.0
92,slow_sample,q2,3457,13.828,1326.0,7410.799999999996,126853.0,502350.0
92,slow_sample,q3,3108,12.432,1273.0,7222.399999999725,132983.0,754656.9499999897
92,slow_sample,q4,3160,12.64,1262.5,4732.699999999974,132432.5,531645.0
93,slow_sample,q1,7651,30.604,1745.0,7294.0,84088.0,270008.0
93,slow_sample,q2,3671,14.684,1334.0,5216.5,123927.0,372555.0
93,slow_sample,q3,3133,12.531999999999998,1276.0,5578.599999999991,136737.0,553001.0
93,slow_sample,q4,2943,11.772,1267.0,4428.100000000011,135877.0,537751.0000000003
94,slow_sample,q1,7694,30.775999999999996,1861.0,6510.099999999997,82988.0,273971.9499999994
94,slow_sample,q2,3907,15.628,1359.0,6811.399999999998,123977.0,493258.0
94,slow_sample,q3,3246,12.984000000000002,1269.5,5262.0,133550.5,547616.5
94,slow_sample,q4,3094,12.376,1246.0,4075.849999999997,133517.0,500925.0
95,slow_sample,q1,9000,36.0,1928.0,7085.599999999991,81602.0,264092.24999999994
95,slow_sample,q2,3738,14.951999999999998,1351.0,9077.94999999998,125303.5,446675.2499999984
95,slow_sample,q3,3150,12.6,1267.0,5218.549999999956,136872.0,543549.0
95,slow_sample,q4,3192,12.767999999999999,1261.5,4321.749999999997,135858.0,536290.0
96,slow_sample,q1,10220,40.88,2896.5,8861.499999999993,80081.5,241585.44999999934
96,slow_sample,q2,4011,16.044,1397.0,8099.0,124464.0,525793.0
96,slow_sample,q3,3347,13.388,1280.0,5226.899999999995,133981.0,535062.0
96,slow_sample,q4,3362,13.447999999999999,1268.0,5445.149999999953,135497.0,560330.8499999993
97,slow_sample,q1,8057,32.228,1929.0,7031.799999999999,85594.0,269301.0
97,slow_sample,q2,4149,16.596,1349.0,6494.799999999997,125888.0,426693.1999999988
97,slow_sample,q3,3664,14.655999999999999,1251.0,4712.249999999998,129239.0,527762.0
97,slow_sample,q4,3580,14.32,1249.0,3989.199999999999,129962.5,492025.0
98,slow_sample,q1,8629,34.516000000000005,1955.0,7405.200000000001,85345.0,258299.0
98,slow_sample,q2,4185,16.74,1345.0,6496.399999999995,123593.0,413969.0
98,slow_sample,q3,3597,14.388000000000002,1263.0,4577.799999999989,132986.0,520995.0
98,slow_sample,q4,3543,14.172,1239.0,3493.7999999999993,131563.0,388283.0
99,slow_sample,q1,6021,24.084,1366.0,4555.0,106336.0,316621.0
99,slow_sample,q2,4342,17.368,1294.0,4824.149999999997,124095.0,390542.0
99,slow_sample,q3,3704,14.815999999999999,1251.5,4327.4,130424.5,510760.3999999992
99,slow_sample,q4,3630,14.52,1258.0,4428.499999999997,133560.0,541998.0
100,slow_sample,q1,5835,23.34,1369.0,6497.900000000001,109213.0,327173.0
100,slow_sample,q2,4155,16.619999999999997,1288.0,4627.199999999999,126963.0,386687.0
100,slow_sample,q3,3891,15.564,1250.0,3860.5,130052.0,393236.0
100,slow_sample,q4,3893,15.572,1249.0,3732.7999999999993,131512.0,422384.0
