run_name,epoch,phase,event,timestamp_unix_ms,relation_name,buffers,bytes
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,extend,after_extend,1777546568438,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,vacuum,after_vacuum,1777546571277,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,run,before_run,1777546571646,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,run,after_run,1777546591044,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,reference,before_reference,1777546592224,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,reference,after_reference,1777546597612,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,clean-run,before_clean-run,1777546611153,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,clean-run,after_clean-run,1777546628592,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,avg-run,before_avg-run,1777546645498,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,11,avg-run,after_avg-run,1777546663128,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,extend,before_extend,1777546663421,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,extend,after_extend,1777546864186,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,vacuum,after_vacuum,1777546866549,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,run,before_run,1777546866911,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,run,after_run,1777546886678,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,reference,before_reference,1777546887856,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,reference,after_reference,1777546893154,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,clean-run,before_clean-run,1777546912868,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,clean-run,after_clean-run,1777546931147,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,avg-run,before_avg-run,1777546947235,pg_buffercache_unavailable,NULL,NULL
postgresql_arrayjson_TOAST_HYPOTHESIS_run1_zipfian_heavy_pure,12,avg-run,after_avg-run,1777546963588,pg_buffercache_unavailable,NULL,NULL
